股票代码,股票简称,主营
600585.SH,海螺水泥,"建材（自销售）,建材（自销售）-骨料及机制砂,建材（自销售）-.R级水泥,建材自销售）,建材（自销售）-骨料及石子,建材（自销售）-.级水泥,建材（自销售）-熟料,建材（自销售）-商品混凝土,建材（贸易）"
000965.SZ,天保基建,"房地产销售,物业管理,物业出租,房地产开发"
600570.SH,恒生电子,"硬件,银行与产业IT,财富,软件,数据风险与基础设施IT,科技园,经纪,大资管IT,资本市场,企金保险核心与基础设施IT,交易所,互联网,资管,大零售IT,银行,数据风险与平台技术IT,互联网创新,非金融"
002606.SZ,大连电瓷,"支柱绝缘子,复合绝缘子,绝缘子,悬瓷绝缘子"
000655.SZ,金岭矿业,"黑色金属采选业,钴精粉,球团,机械加工,铁精粉,铜精粉,黑色金属"
603916.SH,苏博特,"高效减水剂,外加剂,技术服务业,高性能减水剂,功能性材料,技术服务"
001268.SZ,联合精密,"铸件,加工服务,通用设备制造业,精密件"
000702.SZ,正虹科技,"饲养,生猪销售,饲料原料销售,禽销售,饲料,饲料销售,牲猪销售"
000155.SZ,川能动力,"设备销售,新能源综合服务,电力销售,分部间抵销,电力,环卫清运,垃圾处置,贸易,锂电销售"
300674.SZ,宇信科技,"银行,系统集成销售及服务,软件开发及服务"
002989.SZ,中天精装,"装饰设计,住宅装修,批量精装修,租赁,设计"
603056.SH,德邦股份,"综合物流服务,快运营收,快递营收,快递,快运"
300769.SZ,德方纳米,"纳米磷酸铁锂,锂离子电池正极材料,锂电池材料制造,碳纳米管导电液"
600647.SH,同达创业,"贸易业,建材贸易,房地产分部,房地产,经营性物业出租,经营性物业出租分部,房地产业,贸易分部,分部间抵销,贸易,商品销售"
300128.SZ,锦富技术,"汽车零配件制造,液晶显示模组,高分子带电清洁,光电显示薄膜及电子功能器件,通用设备制造,光学光电子元器件制造,专业技术服务,智能系统与大数据,多晶硅片电池片太阳能光伏组件,消费电子金属器件,太阳能光伏发电,降温降噪工程,太阳能光伏组件发电,软件和信息技术服务业,安装工程,检测治具及自动化设备,太阳能光伏,隔热减震制品,精密模切设备"
300957.SZ,贝泰妮,"彩妆,医疗器械,日化,护肤品,化妆品生产和销售"
600587.SH,新华医疗,"医疗商贸,医疗服务,分部间抵销,医疗器械商贸,医疗器械制造,医疗器械,制药装备"
600325.SH,华发股份,"房地产业销售,房地产开发销售"
600376.SH,首开股份,"房产销售,酒店物业经营,房地产开发"
300760.SZ,迈瑞医疗,"医疗器械,医学影像,生命信息与支持,体外诊断"
000020.SZ,深华发A,"物业租赁,显示器,泡沫件,保丽龙,注塑,EPS,视讯,注塑件,橡胶和塑料制品业"
603309.SH,维力医疗,"泌尿外科,血透,导尿,麻醉,护理,血液透析,口罩,医疗器械,呼吸"
600036.SH,招商银行,"批发金融,零售金融,零售金融业"
000809.SZ,ST新城,"湿地治理相关,广告,材料配件销售,土地一级开发,贸易,湿地相关治理,汽车租赁,房屋租赁,污水,供水,广告位租赁,污水处理"
300392.SZ,*ST腾信,"互联网营销及数据服务,互联网广告服务,互联网公关服务"
000671.SZ,阳光城,"建工,物业,房地产,物管,房地产销售,房屋销售,房地产业,建工板块,商管,酒店,酒店业,建工业,商管业"
002146.SZ,荣盛发展,"房地产业,酒店经营,产业园区,物业服务"
300815.SZ,玉禾田,"市政环卫,物业清洁"
000411.SZ,英特集团,"药品销售,医药零售业,医疗器械销售,器械耗材销售,医药批发业"
300686.SZ,智动力,"光学件,结构性电子器件,功能性电子器件,通讯"
600671.SH,ST目药,"六味地黄口服液,铁皮枫斗,知柏地黄丸,药品-流通商品,河车大造胶囊,筋骨草胶囊,杞菊地黄丸,补中益气丸(浓缩丸),化妆品-石斛面膜,石斛面膜,原料,＇灵芝破壁孢子粉,铁皮石斛西洋参粉,明目液,化妆品,妇乐颗粒,复方鲜竹沥液,金匮肾气丸,六味地黄口服液（无糖）,西药,薄荷脑,明目液眼液,薄荷素油,保健品,六味地黄丸（浓缩丸,阿莫西林克拉维酸钾片,心无忧片,竹沥合剂,药品,安眠补脑颗粒,明目地黄丸（浓缩丸）,原料药,养阴清肺糖浆,中药,中成药,百合固金液"
000615.SZ,奥园美谷,"房地产,化纤,房地产销售,生物基纤维,医疗美容服务,房地产开发,粘胶"
600767.SH,*ST运盛,"房屋出租,医疗信息化-软件,房地产及相关,医疗,医疗信息化-售后及维护,医疗服务,房屋销售,医疗流通,医疗信息化-硬件,房地产及其相关,医药流通"
002292.SZ,奥飞娱乐,"游戏,影视,玩具销售,动漫文化,信息服务,婴童用品,电视媒体"
300650.SZ,太龙股份,"电子元器件,半导体分销,LED照明器具,LED显示屏,光电标识,LED,照明器具,电子元器件分销"
002756.SZ,永兴材料,"交通装备制造,黑色金属冶炼及压延加工业,棒材,机械装备制造,电力装备制造,线材,锂矿采选及锂盐制造业,特殊合金材料,锂盐,国内贸易,锂矿采选及锂盐,油气开采及炼化"
002628.SZ,成都路桥,"市政项目,运营期服务费,建筑材料销售,工程施工,土地增减挂钩工程施工,公路项目,建筑业,租赁,运营期服务费收,公路市政工程施工,检测费,土地增减挂钩施工,交通设施销售,检测"
000722.SZ,湖南发展,"砂石资源,能源,清洁能源,健康产业,砂石,电力,自然资源,投资管理,医养健康"
603721.SH,中广天择,"传媒,节目销售及制作服务,MCN运营,销售商品,影视剧投资,电商销售,电视剧播映权运营"
600057.SH,厦门象屿,"综合物流服务,大宗商品采购分销服务及物流服务,金属矿产,铁路物流服务,农,大宗商品经营及物流服务,大宗商品经营与物流服务,能源化工,农经营,农物流服务,大宗商品采购分销服务与物流服务,农采购分销服务"
002738.SZ,中矿资源,"甲酸铯租赁,海外勘查后勤配套,国际国内贸易,.铯铷盐,国际贸易,稀有轻金属（铯铷）资源开发与利用,贸易,建筑工程服务,轻稀金属原料铯铷盐,.锂盐,锂盐销售,锂盐,国际工程,稀有轻金属,轻稀金属原料锂盐,铯铷盐,锂电新能源原料开发与利用,油气,固体矿产勘查和矿权开发,固体矿产勘查,甲酸铯,铯铷盐销售,稀有轻金属（锂铷铯）"
000517.SZ,荣安地产,"物业管理,房地产销售,销售代理,房屋销售,房屋租赁,咨询服务费,建筑施工"
002120.SZ,韵达股份,"特许,物料销售,快运服务,派送服务,面单销售,派费,中转费,快递服务"
000752.SZ,*ST西发,"绿色易拉罐听装啤酒ml*,普通瓶装啤酒ml*,啤酒,“”瓶装啤酒ml*瓶"
603129.SH,春风动力,"四轮全地形车,四轮车,销售商品,材料废品,发动机,机车制造业,两轮车,两轮摩托车,配件,运费"
688180.SH,君实生物,"技术转让与服务,医药制造业,药品销售,技术许可,抗肿瘤药物,技术许可及特许权"
688377.SH,迪威尔,"井口设备专用件,钻采设备专用件,压裂设备专用件,井口及采油树专用件,深海设备专用件,油气"
688265.SH,南模生物,"科学研究和技术服务业,药效评价及表型分析,模型繁育,模型技术服务,定制化模型,饲养服务,标准化模型"
300295.SZ,三六五网,"互联网金融及平台服务,互联网金融服务,房地产网络营销服务"
300896.SZ,爱美客,"溶液注射,化妆品,注射用修饰透明质酸钠凝胶（爱芙莱）,凝胶注射,面部埋植线,注射用透明质酸钠复合溶液（嗨体）,注射用修饰透明质酸钠凝胶（爱美飞）,医疗器械,医用羟丙基甲基纤维素-透明质酸钠溶液（逸美）,医用含聚乙烯醇凝胶微球的透明质酸钠-羟丙基甲基纤,医用透明质酸钠-羟丙基甲基纤维素凝胶（逸美一加一"
001283.SZ,豪鹏科技,
301103.SZ,何氏眼科,"屈光不正手术矫正服务,医疗,视光服务,玻璃体视网膜诊疗服务,白内障诊疗服务,非手术治疗"
603882.SH,金域医学,"销售诊断,冷链物流服务,第三方医学诊断服务,健康体检,医学诊断服务,医学诊断"
000918.SZ,嘉凯城,"房地产销售,影视放映,房屋销售,物业管理"
688169.SH,石头科技,"智能扫地机及配件,智能硬件,手持清洁及配件,智能扫地机,智能机器人及相关硬件,手持吸尘器,销售智能清洁设备,手持吸尘器及配件,销售配件"
603179.SH,新泉股份,"保险杠总成,顶置文件柜总成,门板总成,乘用车门板总成,落水槽,乘用车仪表板总成,乘用车保险杠总成,立柱总成,立柱护板总成,门内护板总成,商用车仪表板总成,仪表板总成,乘用车立柱总成,乘用车落水槽,流水槽盖板总成,顶柜总成,商用车顶柜总成,汽车零部件"
300357.SZ,我武生物,"医药制造,黄花蒿花粉变应原舌下滴剂,研发服务,粉尘螨滴剂,点刺诊断试剂盒及相关"
000014.SZ,沙河股份,"租金,物业租赁,物业管理,房地产销售,租赁,代建和综合服务费"
002333.SZ,罗普斯金,"太阳能边框,铝合金门窗,工业,受托加工,铝建筑型材,铝型材,动力检测IT,铝棒,成品门窗,工业型材,检测服务,受托加工型材,租赁,熔铸铝棒,智能工程施工,检测,材料销售,模具,铝工业材,建筑型材"
301102.SZ,兆讯传媒,"视频,LED大屏,刷屏,广告发布"
600363.SH,联创光电,"电脑及软件,光电通信缆智能装备缆及金属材料,线缆,智能控制,背光源及应用,光电子器件及应用,半导体激光及航天微电子元器件"
300778.SZ,新城市,"城乡规划,国土空间规划（城乡规划）,专业技术服务,工程设计,租赁物业服务,工程咨询"
002860.SZ,星帅尔,"白色家电,光伏,接线柱,厨余粉碎机新能源汽车清洁水泵电梯电机,光伏太阳能组件,温控器,厨余粉碎机新能源汽车清洁水泵电机,保护器起动器,光通信光传感器组件,电机,冰箱冷柜空调压缩机及小家电用配套"
000002.SZ,万科A,"房地产开发及相关资产经营,房地产及相关,物业管理,房地产,物业服务,房地产开发及相关资产经营业�L"
000672.SZ,上峰水泥,"环保处置,房地产,环保,砂石骨料,水泥,混凝土,熟料,废旧物资"
600031.SH,三一重工,"路面机械,桩工机械,挖掘机械,混凝土机械,起重机械,工程机械"
000627.SZ,天茂集团,"保险,寿险,意健险,保险业"
300108.SZ,*ST吉药,"医药,化工"
688356.SH,键凯科技,"动输服务,技术使用费,外销,销售,运输服务,内销,医用药用合成新材料,技术服务"
600298.SH,安琪酵母,"酵母及相关,包装,包装物,制糖,分部间抵销,酵母及深加工,奶制品"
300483.SZ,首华燃气,"园艺用品,天然气开采及销售,天然气,天然气开采,天然气外购及销售"
601100.SH,恒立液压,"机械装备制造,液压泵阀,重型装备用非标准油缸,元件与液压成套装置,油缸配件及铸件,液压系统,挖掘机专用油缸,液压油缸,配件及铸件"
605388.SH,均瑶健康,"益生菌食品,沁饮,“味动力”益生元牛奶饮品,饮料,味动力（瓶装）,“体轻松”草本植物饮料,“均瑶”种坚果植物蛋白饮料,“味动力”六种坚果植物蛋白饮料,味动力,乳酸菌饮品,AD钙奶,“均瑶”甜牛奶乳饮料,奇梦星,味动力（利乐包装）,食品,益生菌饮品,红酒"
300568.SZ,星源材质,"锂离子电池隔膜新能源新材料,锂离子电池隔膜新能源材料,锂离子电池隔膜"
688235.SH,百济神州,"BRUKINSA/百悦泽,凯洛斯,安加维,瑞复美,医药制造业,药品销售,百泽安,技术授权研发服务和知识产权许可使用,百汇泽,抗肿瘤药物,技术授权和研发服务,普贝希,维达莎,倍利妥,药物合作安排"
000656.SZ,金科股份,"房地产销售,材料销售,新能源,房地产销售及运营,社区综合服务,风能投资开发,生活服务,酒店经营,房地产建设"
600276.SH,恒瑞医药,"医药制造业,造影剂,麻醉,抗肿瘤"
301239.SZ,普瑞眼科,"综合眼病项目,视光项目,白内障项目,屈光项目"
688613.SH,奥精医疗,"颅瑞,医疗器械制造业,BonGold,齿贝,骼金"
300616.SZ,尚品宅配,"配套家居,家具,整装,软件,分部间抵销,软件及技术服务,定制家具,家具制造及销售,软件研发生产及销售,OO引流服务"
300872.SZ,天阳科技,"系统集成,软件,咨询服务,技术开发,技术服务"
688278.SH,特宝生物,"特尔立,特尔津,生物制剂,派格宾,特尔康,生物制制剂"
600196.SH,复星医药,"抗肿瘤及免疫调节核心,心血管系统疾病治疗领域核心,中枢神经系统核心,血液系统疾病治疗领域核心,医疗服务,药品制造与研发,代谢及消化系统核心,抗感染疾病治疗领域核心,制药,心血管系统核心,原料药和中间体核心,中枢神经系统疾病治疗领域核心,抗感染核心,医疗器械与医学诊断,抗肿瘤治疗领域核心,医疗健康服务,代谢及消化系统疾病治疗领域核心"
603520.SH,司太立,"CDMO,医药制造,造影剂,喹诺酮"
600176.SH,中国巨石,"玻纤及其制品,玻璃纤维制成品,玻纤及制品"
603338.SH,浙江鼎力,"桅柱式高空作业平台,剪叉式高空作业平台,臂式高空作业平台,工业"
688131.SH,皓元医药,"分子砌块和工具化合物技术服务,原料药和中间体,原料药和中间体销售,分子砌块和工具化合物销售,分子砌块和工具化合物,研究和试验发展,原料药和中间体技术服务"
000612.SZ,焦作万方,"铝合金,铝液,电解铝及铝,铝锭,电解铝"
002706.SZ,良信股份,"工业,终端电器,智能电工,控制电器,配电电器"
000707.SZ,双环科技,"商品房销售,房地产销售,商品房销售及物业,联碱及化工"
300282.SZ,ST三盛,"智慧教育服务,智能教育装备,国际教育服务,教育服务业,制造业"
600536.SH,中国软件,"软件服务业,解决方案,服务化,自主软件,房租及物业仓储"
300345.SZ,华民股份,"PIP,制造业,衬板,弯管,传统衬板,磨球,锤头,磨段,军品服务"
001216.SZ,华瓷股份,"色釉陶瓷,釉下五彩瓷,平台服务费,陶瓷,陶瓷新材料,电瓷"
002242.SZ,九阳股份,"炊具,西式电器,食品加工机,营养煲,家电"
000603.SZ,盛达资源,"再生新能源金属,金属商品贸易,有色金属贸易,有色金属矿采选业,有色金属采选,锌精粉（含银）,黄金,银锭,铅精粉（含银）"
688318.SH,财富趋势,"证券行情交易系统及维护服务,软件维护,证券信息服务,软件销售,软件维护服务,计算机服务和软件业,金融终端及证券信息服务"
