证券代码,股票简称,流通市值,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
301212.SZ,联盛化学,29.18,203.05,234.52,2.51,0.77,0.92,0.68,,0.0,-4.78,-5.3,20.98,0.09,-44.26,610.09,441.41,0.09
300168.SZ,万达信息,87.21,-16.06,-14.19,7.08,-30.74,-28.39,-5.95,,0.0,26.07,-16.72,79.65,0.09,扣非亏损,扣非亏损,亏损,-0.91
300650.SZ,太龙股份,28.87,72.34,73.49,2.91,2.72,3.04,2.31,0.12,25.0,41.58,-18.52,38.48,0.09,-3.97,27.05,23.8,0.13
920651.BJ,天罡股份,5.33,30.55,26.31,4.14,9.66,10.26,8.72,,0.0,42.34,7.47,27.39,0.09,3.52,5.45,5.96,0.28
002737.SZ,葵花药业,74.11,-165.73,-37.6,1.83,-1.93,-0.77,-0.19,,0.0,-117.68,-4.89,17.4,0.09,扣非亏损,扣非亏损,亏损,-0.91
920489.BJ,佳先股份,14.21,394.66,-286.23,4.57,0.16,0.83,1.05,,0.0,-95.03,6.7,57.32,0.09,扣非亏损,危险信号,950.99,0.09
603871.SH,嘉友国际,211.36,18.14,20.04,3.66,15.33,14.86,12.81,1.43,48.78,-19.14,31.4,25.91,0.09,0.64,1.31,1.22,0.86
300532.SZ,今天国际,49.44,17.7,27.8,2.79,10.63,12.3,5.39,1.7,48.78,-26.68,18.37,60.02,0.09,1.51,2.62,1.44,0.47
002163.SZ,海南发展,109.28,-23.62,-21.6,16.32,-42.82,-41.11,-5.34,,0.0,-58.58,-2.66,84.49,0.09,扣非亏损,扣非亏损,亏损,-0.91
601899.SH,紫金矿业,7368.94,18.84,22.61,5.67,22.08,25.45,13.05,0.64,25.09,43.71,10.71,53.01,0.09,2.11,1.02,0.74,1.07
920002.BJ,万达轴承,28.97,65.05,79.15,5.73,5.85,6.81,7.15,0.19,0.0,-5.71,-0.79,8.68,0.09,-100.61,27.05,19.11,0.13
603017.SH,中衡设计,36.26,48.34,276.54,2.45,2.91,3.77,2.18,1.81,95.24,-14.53,-8.82,55.77,0.09,-31.37,95.16,12.82,0.1
002048.SZ,宁波华翔,207.26,200.88,17.78,2.11,9.42,0.76,1.73,,0.0,63.89,14.17,51.7,0.09,1.25,3.78,528.62,0.36
601933.SH,永辉超市,363.91,-38.45,-11.2,9.86,-36.94,-17.38,-0.57,,0.0,-126.96,-9.28,88.96,0.09,扣非亏损,扣非亏损,亏损,-0.91
300467.SZ,迅游科技,50.01,255.97,587.3,9.44,2.3,2.8,1.29,,0.0,-18.6,-13.46,20.15,0.09,-43.64,511.32,182.84,0.09
301366.SZ,一博科技,25.54,306.35,720.92,3.28,0.38,0.79,0.94,,0.0,-87.67,7.9,23.66,0.09,91.26,3788.33,775.56,0.09
920180.BJ,爱得科技,4.96,28.35,31.45,3.78,10.04,11.13,10.54,,0.0,,,17.15,0.09,,6.26,5.09,0.25
301029.SZ,怡合达,129.65,31.99,36.8,4.18,9.78,9.88,9.68,0.57,34.09,26.41,13.66,12.29,0.09,2.69,3.76,3.24,0.36
000561.SZ,烽火电子,75.01,-77.37,-47.97,2.87,-4.21,-3.4,-1.37,,0.0,-172.01,-6.63,50.45,0.09,扣非亏损,扣非亏损,亏损,-0.91
301053.SZ,远信工业,28.35,157.3,119.78,4.54,1.89,2.07,2.17,,0.0,-54.29,3.5,47.6,0.09,34.2,126.71,151.99,0.1
300497.SZ,富祥药业,68.82,-100.5,-28.09,3.91,-4.11,-2.92,-0.77,,0.0,5.52,-4.63,51.15,0.09,扣非亏损,扣非亏损,亏损,-0.91
000713.SZ,国投丰乐,43.84,-47.12,172.54,2.99,-4.91,-4.63,-2.77,,0.0,-23.94,4.14,43.75,0.09,41.72,困境反转,亏损,0.14
600630.SH,龙头股份,35.52,90.62,3323.32,4.61,0.54,3.82,2.98,,0.0,-77.82,-15.0,52.18,0.09,-221.54,12279.04,47.44,0.09
603105.SH,芯能科技,53.5,21.56,28.2,2.51,8.22,8.32,6.52,,0.0,3.16,17.32,50.98,0.09,1.63,6.86,5.18,0.24
300324.SZ,旋极信息,95.76,-41.85,-31.36,3.51,-6.22,-6.09,-3.31,,0.0,-13.5,-3.19,46.18,0.09,扣非亏损,扣非亏损,亏损,-0.91
000969.SZ,安泰科技,234.14,63.37,91.81,4.2,4.58,5.12,2.85,,0.0,11.39,6.7,44.0,0.09,13.7,40.05,24.76,0.12
920304.BJ,迪尔化工,19.73,40.7,47.57,4.75,7.71,8.83,7.13,,0.0,-45.91,19.44,38.12,0.09,2.45,12.35,9.22,0.17
300094.SZ,国联水产,39.14,-3.74,-2.71,3.88,-56.66,-55.81,-19.9,,0.0,-752.8,-6.58,66.88,0.09,扣非亏损,扣非亏损,亏损,-0.91
002329.SZ,皇氏集团,24.97,-48.68,-5.84,3.58,-8.26,-5.41,0.69,,0.0,-130.6,-5.19,78.44,0.09,扣非亏损,扣非亏损,亏损,-0.91
600250.SH,南京商旅,35.53,140.43,1354.68,5.69,3.03,3.09,5.35,,0.0,-14.0,-1.87,53.9,0.09,-724.16,893.35,90.89,0.09
002268.SZ,电科网安,162.04,-57.0,154.66,3.01,-4.21,-3.86,-4.39,,0.0,1.28,-4.66,20.1,0.09,-33.2,困境反转,亏损,0.13
600608.SH,*ST沪科,9.65,703.72,-163.18,25.62,-0.62,2.77,1.65,,0.0,-231.31,-44.71,65.94,0.09,扣非亏损,扣非亏损,508.1,-0.91
301277.SZ,新天地,48.58,39.64,43.3,3.19,5.46,6.02,5.74,,0.0,-36.65,12.48,12.74,0.09,3.47,15.86,13.17,0.15
688387.SH,信科移动,294.45,-226.86,-131.63,8.2,-3.33,-2.66,-1.59,,0.0,18.8,6.09,51.65,0.09,扣非亏损,扣非亏损,亏损,-0.91
301257.SZ,普蕊斯,46.69,42.04,54.03,3.91,5.74,7.2,6.63,0.13,0.0,11.48,17.32,16.69,0.09,3.12,18.81,11.68,0.14
002712.SZ,思美传媒,29.59,-151.03,-59.75,2.18,-1.25,-1.08,0.36,,0.0,-95.58,12.65,53.73,0.09,扣非亏损,扣非亏损,亏损,-0.91
603029.SH,天鹅股份,26.21,37.52,50.14,2.82,2.89,5.74,2.56,,0.0,-13.97,14.15,60.18,0.09,3.54,34.72,13.07,0.12
300464.SZ,星徽股份,26.9,965.47,-9.93,24.96,17.95,2.11,1.78,,0.0,468.65,-24.58,89.24,0.09,扣非亏损,危险信号,915.14,-0.81
002876.SZ,三利谱,41.59,80.93,120.42,2.04,1.59,1.9,2.14,,0.0,-48.49,4.91,62.49,0.09,24.55,151.03,85.18,0.1
003025.SZ,思进智能,34.14,27.69,30.63,3.45,9.31,9.53,8.92,,0.0,17.8,10.14,19.39,0.09,3.02,6.58,5.81,0.24
002953.SZ,日丰股份,27.22,33.95,38.66,3.24,6.65,7.33,4.48,,0.0,1.14,8.55,46.06,0.09,4.52,11.63,9.26,0.18
603707.SH,健友股份,158.98,27.76,25.73,2.37,5.8,6.47,5.47,,0.0,-29.95,2.13,34.5,0.09,12.06,8.87,8.58,0.2
605303.SH,园林股份,27.81,-19.18,-11.74,3.03,-11.57,-11.17,-5.26,,0.0,-49.61,-6.96,53.44,0.09,扣非亏损,扣非亏损,亏损,-0.91
000661.SZ,长春高新,359.65,23.64,29.17,1.6,5.52,5.03,3.76,,0.0,-55.33,8.43,17.55,0.09,3.46,10.58,9.4,0.19
605358.SH,立昂微,244.78,-170.05,-65.98,3.49,-1.94,-1.48,-0.12,,0.0,-291.77,7.32,57.68,0.09,扣非亏损,扣非亏损,亏损,-0.91
605555.SH,德昌股份,78.13,36.18,30.51,2.59,4.96,5.27,3.02,,0.0,-47.87,19.65,42.42,0.09,1.55,12.31,13.73,0.17
688126.SH,沪硅产业,528.3,-75.94,-44.95,5.67,-6.98,-5.35,-2.81,,0.0,-27.74,13.58,42.49,0.09,扣非亏损,扣非亏损,亏损,-0.91
002643.SZ,万润股份,151.22,37.66,64.52,2.13,4.11,4.3,3.74,,0.0,14.02,-4.3,26.28,0.09,-14.99,31.4,17.52,0.12
301050.SZ,雷电微力,103.56,58.24,117.8,3.93,4.64,5.05,4.5,0.27,29.58,-60.03,17.73,17.77,0.09,6.64,25.36,11.53,0.13
603596.SH,伯特利,294.04,24.74,23.26,4.02,12.2,12.52,7.07,,0.0,21.24,42.16,51.29,0.09,0.55,3.82,3.95,0.35
603385.SH,惠达卫浴,27.41,134.88,-109.92,0.73,-1.26,0.4,0.23,,0.0,-205.29,-3.57,24.94,0.09,扣非亏损,扣非亏损,674.38,-0.91
688550.SH,瑞联新材,78.77,21.04,23.14,2.43,8.83,8.95,8.82,,0.0,59.26,-0.2,10.29,0.09,-113.06,5.24,4.7,0.28
920121.BJ,江天科技,4.75,22.19,25.07,5.15,18.23,19.12,15.56,,0.0,,16.28,28.76,0.09,1.54,2.75,2.32,0.45
603776.SH,永安行,56.85,-61.45,-34.65,1.59,-2.15,-2.15,-1.08,,0.0,-31.23,-19.32,16.27,0.09,扣非亏损,扣非亏损,亏损,-0.91
600446.SH,金证股份,131.97,-175.07,-72.75,3.58,-2.29,-1.54,-0.96,,0.0,43.56,-10.35,28.76,0.09,扣非亏损,扣非亏损,亏损,-0.91
920425.BJ,乐创技术,13.37,52.37,67.12,6.22,8.89,9.11,8.91,,0.0,76.56,-8.22,6.51,0.09,-8.16,15.11,11.5,0.16
688719.SH,爱科赛博,35.25,-76.19,-269.61,2.67,-2.94,-2.6,-2.87,,0.0,-297.69,23.92,27.47,0.09,扣非亏损,扣非亏损,亏损,-0.91
301538.SZ,骏鼎达,26.07,35.78,34.48,4.77,10.06,10.4,10.64,,0.0,19.45,23.16,14.54,0.09,1.49,6.85,6.88,0.24
603656.SH,泰禾智能,41.13,107.18,138.91,3.12,1.99,2.21,1.76,,0.0,447.04,3.13,37.47,0.09,44.4,139.76,96.99,0.1
300659.SZ,中孚信息,28.17,-19.26,-34.12,3.21,-13.21,-11.76,-8.01,,0.0,20.53,-7.07,31.7,0.09,扣非亏损,扣非亏损,亏损,-0.91
300084.SZ,海默科技,37.38,-68.02,-23.65,4.38,-4.64,-4.72,-2.54,,0.0,-5.05,0.76,36.87,0.09,扣非亏损,扣非亏损,亏损,-0.91
300040.SZ,九洲集团,40.2,86.96,-8.71,1.99,1.95,1.78,2.44,,0.0,170.88,2.51,64.75,0.09,扣非亏损,危险信号,97.71,-0.02
603158.SH,腾龙股份,62.82,32.99,41.3,2.7,6.06,6.28,3.88,,0.0,-19.93,17.88,48.17,0.09,2.31,13.64,10.51,0.16
600096.SH,云天化,786.26,12.47,14.39,3.25,19.83,20.03,12.26,0.6,13.29,6.32,-0.04,47.38,0.09,-351.8,0.73,0.62,1.47
603390.SH,通达电气,42.69,58.53,76.16,2.65,3.02,3.41,2.98,0.38,55.56,473.73,8.19,14.71,0.09,9.3,25.22,17.16,0.13
601138.SH,工业富联,10423.57,29.54,30.49,6.25,13.78,14.38,7.05,1.58,54.1,46.99,12.46,63.82,0.09,2.45,2.21,2.05,0.54
300947.SZ,德必集团,27.0,201.63,-633.68,2.16,0.13,0.79,2.39,,0.0,-90.4,13.14,75.95,0.09,扣非亏损,危险信号,510.45,0.09
002494.SZ,华斯股份,16.58,-370.96,168.25,1.78,-0.54,-0.36,-0.22,,0.0,-452.29,9.29,19.14,0.09,18.11,困境反转,亏损,0.09
603012.SH,创力集团,53.08,45.22,33.81,1.4,1.87,2.33,1.77,,0.0,-47.75,6.39,49.41,0.09,5.29,36.23,38.82,0.12
300888.SZ,稳健医疗,201.62,20.68,25.29,1.76,6.0,6.38,5.14,1.19,53.26,43.93,7.67,33.87,0.09,3.3,4.22,3.24,0.33
300317.SZ,珈伟新能,44.02,-80.42,-17.03,2.83,-3.13,-2.6,-0.62,,0.0,39.96,4.5,45.34,0.09,扣非亏损,扣非亏损,亏损,-0.91
605151.SH,西上海,26.63,2321.54,-4298.17,1.95,0.16,0.06,1.36,,0.0,-94.29,15.22,48.1,0.09,扣非亏损,危险信号,77384.81,0.09
002405.SZ,四维图新,256.79,-27.36,-19.3,3.14,-8.48,-8.4,-6.74,,0.0,-44.08,5.11,23.08,0.09,扣非亏损,扣非亏损,亏损,-0.91
001339.SZ,智微智能,87.44,105.81,126.92,8.2,4.98,6.05,5.63,,0.0,54.28,14.42,57.49,0.09,8.8,50.99,34.98,0.11
600388.SH,龙净环保,243.98,23.45,26.67,2.29,7.09,7.52,3.48,,0.0,26.19,-3.72,62.01,0.09,-7.17,7.52,6.24,0.22
301379.SZ,天山电子,34.02,35.58,35.92,3.75,7.24,8.02,5.47,,0.0,13.62,10.85,34.5,0.09,3.31,9.92,8.87,0.19
920208.BJ,青矩技术,23.61,24.0,17.66,3.26,9.99,10.2,8.04,,0.0,6.06,6.19,29.23,0.09,2.85,3.54,4.71,0.37
002820.SZ,桂发祥,23.3,1713.97,-255.63,2.61,0.07,0.11,0.23,,0.0,-98.1,23.3,9.83,0.09,扣非亏损,危险信号,31163.08,0.09
300142.SZ,沃森生物,187.65,88.51,-428.45,1.99,0.74,1.72,0.53,0.27,109.89,-68.5,-1.22,17.42,0.09,扣非亏损,危险信号,51.46,0.09
300359.SZ,全通教育,33.75,-45.22,-28.23,6.15,-10.25,-9.88,-7.54,,0.0,-32.3,-13.51,18.86,0.09,扣非亏损,扣非亏损,亏损,-0.91
688138.SH,清溢光电,89.25,46.56,50.94,3.27,6.18,6.54,5.96,0.32,31.03,20.88,27.24,29.02,0.09,1.87,8.24,7.12,0.21
300211.SZ,*ST亿通,26.2,-107.8,-70.93,5.78,-4.93,-3.94,-2.56,,0.0,29.53,-18.36,26.48,0.09,扣非亏损,扣非亏损,亏损,-0.91
300032.SZ,金龙机电,47.23,119.41,-117.14,6.84,-0.01,4.39,2.76,,0.0,99.9,9.81,58.54,0.09,扣非亏损,扣非亏损,54.4,-0.91
301302.SZ,华如科技,39.65,-23.94,-18.68,2.83,-8.85,-8.46,-9.04,,0.0,46.84,-22.1,16.1,0.09,扣非亏损,扣非亏损,亏损,-0.91
300950.SZ,德固特,20.82,36.36,55.67,4.42,8.51,9.41,7.19,,0.0,-31.86,23.29,35.98,0.09,2.39,13.08,7.73,0.17
002202.SZ,金风科技,1057.15,38.53,54.87,3.46,6.08,6.67,2.59,,0.0,36.15,4.09,73.11,0.09,13.43,18.05,11.55,0.14
002262.SZ,恩华药业,199.5,15.55,18.77,2.83,14.39,14.31,13.91,,0.0,7.59,13.17,11.06,0.09,1.42,2.61,2.17,0.47
601500.SH,通用股份,70.92,48.49,82.51,1.16,1.52,1.83,1.73,,0.0,-74.9,19.04,58.04,0.09,4.33,108.67,53.0,0.1
002706.SZ,良信股份,108.24,32.76,50.08,3.26,6.83,6.85,6.09,,0.0,2.23,1.98,31.49,0.09,25.26,14.67,9.56,0.16
002642.SZ,荣联科技,54.18,634.53,-3438.34,4.61,0.19,0.55,0.37,,0.0,-77.99,-15.67,54.1,0.09,扣非亏损,危险信号,2307.39,0.09
002602.SZ,世纪华通,1141.87,21.31,29.8,4.13,15.89,16.1,13.31,,0.0,140.98,22.4,30.76,0.09,1.33,3.75,2.65,0.36
000601.SZ,韶能股份,67.8,29.89,362.61,1.64,3.1,4.13,3.45,,0.0,-29.74,3.85,66.12,0.09,94.18,234.28,14.47,0.09
920663.BJ,明阳科技,9.88,28.54,28.16,5.54,14.48,14.02,12.51,1.24,93.6,0.09,23.59,26.33,0.09,1.19,1.94,2.04,0.6
300824.SZ,北鼎股份,34.24,31.94,32.68,4.9,11.13,11.64,9.02,0.75,49.39,132.46,-3.01,29.36,0.09,-10.86,2.94,2.74,0.43
000852.SZ,石化机械,75.75,834.05,2528.91,2.44,-0.38,0.22,0.7,,0.0,-118.86,5.18,70.46,0.09,487.95,-13440.94,7582.3,0.09
300483.SZ,首华燃气,81.88,-5079.59,-12.6,4.0,-0.3,-0.08,1.86,,0.0,92.46,-2.49,56.87,0.09,扣非亏损,扣非亏损,亏损,-0.91
600558.SH,大西洋,56.55,29.86,28.81,2.38,5.53,5.95,6.31,0.82,49.95,86.05,1.15,19.93,0.09,25.0,5.21,5.02,0.28
300848.SZ,美瑞新材,42.12,91.52,93.23,4.61,3.5,3.98,1.69,,0.0,11.06,8.7,60.93,0.09,10.72,53.22,45.99,0.11
603855.SH,华荣股份,67.95,17.11,15.79,3.27,13.49,14.1,7.06,,0.0,-5.14,9.86,55.83,0.09,1.6,2.34,2.43,0.52
002150.SZ,正泰电源,120.22,66.38,65.56,5.97,5.85,6.94,4.18,,0.0,14.81,23.75,56.25,0.09,2.76,22.41,19.13,0.13
605177.SH,东亚药业,25.44,-26.86,-11.87,1.53,-4.45,-3.93,-2.17,,0.0,-315.27,22.98,46.46,0.09,扣非亏损,扣非亏损,亏损,-0.91
603816.SH,顾家家居,275.89,13.6,18.97,2.7,13.77,14.97,11.47,,0.0,13.9,0.35,39.77,0.09,54.07,2.76,1.82,0.45
920185.BJ,贝特瑞,346.02,34.42,40.11,2.83,5.22,6.12,4.19,,0.0,-5.09,33.09,57.58,0.09,1.21,15.36,11.25,0.15
300263.SZ,隆华科技,108.38,47.79,81.26,2.74,4.33,5.42,3.53,,0.0,19.12,7.08,40.75,0.09,11.47,37.57,17.64,0.12
603829.SH,洛凯股份,53.27,55.94,48.3,4.85,6.29,6.18,2.7,,0.0,-6.13,18.09,60.38,0.09,2.67,15.35,18.1,0.15
002098.SZ,浔兴股份,33.94,15.25,17.48,2.33,11.82,12.0,8.97,,0.0,-5.27,6.2,34.26,0.09,2.82,2.96,2.54,0.43
688590.SH,新致软件,39.6,127.65,-508.49,2.62,1.08,2.08,1.75,0.19,0.0,-18.62,16.35,53.13,0.09,扣非亏损,危险信号,122.74,0.09
002532.SZ,天山铝业,766.34,19.39,18.99,2.97,11.45,11.89,7.65,1.85,44.44,8.08,-0.15,48.1,0.09,-128.64,1.66,1.63,0.69
002050.SZ,三花智控,1742.63,46.04,50.35,6.29,12.11,13.67,9.24,0.22,21.05,37.15,20.7,34.25,0.09,2.43,4.16,3.37,0.33
301468.SZ,博盈特焊,40.34,126.11,309.57,3.06,1.11,1.8,1.53,,0.0,-48.64,-8.62,11.23,0.09,-35.93,555.83,140.12,0.09
000807.SZ,云铝股份,1205.1,20.55,24.32,3.73,14.44,14.51,13.82,0.97,40.0,18.93,10.58,23.21,0.09,2.3,1.68,1.42,0.68
688722.SH,同益中,40.61,32.82,30.28,2.88,6.39,6.98,6.37,,0.0,14.0,30.52,26.59,0.09,0.99,9.48,9.4,0.19
300601.SZ,康泰生物,126.86,240.11,-528.67,1.73,0.29,0.51,0.17,,0.0,-90.82,-9.05,32.01,0.09,扣非亏损,危险信号,941.6,0.09
301357.SZ,北方长龙,29.11,773.74,1509.4,10.24,0.75,1.0,0.77,,0.0,156.49,-26.39,8.86,0.09,-57.19,3999.99,1547.49,0.09
603005.SH,晶方科技,197.48,53.43,60.16,4.29,5.58,6.1,6.01,0.43,0.0,57.68,-5.11,12.8,0.09,-11.78,21.56,17.52,0.13
002827.SZ,高争民爆,98.75,58.98,69.71,9.77,11.72,13.08,5.91,0.19,0.0,15.7,22.5,57.23,0.09,3.1,11.9,9.02,0.17
301255.SZ,通力科技,10.0,90.5,122.96,3.81,2.61,3.17,2.54,,0.0,-31.01,-2.8,29.07,0.09,-43.93,94.26,57.1,0.1
002006.SZ,精工科技,101.78,52.74,53.82,4.23,5.15,6.11,4.09,,0.0,97.05,4.65,42.47,0.09,11.57,20.92,17.26,0.14
603206.SH,嘉环科技,48.77,66.09,152.05,2.15,1.9,2.47,0.98,,0.0,-35.61,8.08,71.89,0.09,18.82,160.44,53.51,0.09
300679.SZ,电连技术,134.57,32.0,29.62,3.16,7.41,7.56,5.65,,0.0,-16.85,15.28,34.53,0.09,1.94,8.0,8.47,0.21
688411.SH,海博思创,344.14,56.31,53.19,10.43,14.71,15.12,5.97,,0.0,80.92,132.58,68.17,0.09,0.4,7.23,7.45,0.23
301105.SZ,鸿铭股份,9.05,-218.9,-88.81,3.3,-1.58,-1.13,-1.67,,0.0,-521.48,-12.57,10.85,0.09,扣非亏损,扣非亏损,亏损,-0.91
301004.SZ,嘉益股份,69.45,15.21,13.44,4.29,18.76,18.63,15.05,1.92,47.39,-32.57,71.93,34.13,0.09,0.19,0.72,0.82,1.48
002933.SZ,新兴装备,39.06,103.5,714.2,2.63,0.61,1.92,1.77,,0.0,190.5,35.56,36.19,0.09,20.08,2328.66,107.81,0.09
920871.BJ,派特尔,6.69,66.13,68.92,4.61,5.21,5.28,4.32,,0.0,-43.34,-0.25,16.9,0.09,-273.46,26.45,25.05,0.13
920873.BJ,中设咨询,9.24,-26.4,-15.26,4.12,-11.61,-11.18,-8.89,,0.0,44.09,-28.04,22.58,0.09,扣非亏损,扣非亏损,亏损,-0.91
000902.SZ,新洋丰,210.16,12.6,15.42,2.0,11.97,12.37,9.22,,0.0,23.87,10.97,38.86,0.09,1.41,2.58,2.04,0.48
300662.SZ,科锐国际,49.44,16.92,26.96,2.28,7.58,10.61,8.45,,0.0,40.2,19.26,46.63,0.09,1.4,7.12,3.19,0.23
603517.SH,ST绝味,73.39,19.64,377.0,1.15,3.8,4.41,5.44,,0.0,-43.27,-1.02,24.38,0.09,-369.36,198.36,8.91,0.09
002465.SZ,海格通信,396.46,-170.01,-103.75,3.3,-1.84,-1.41,-1.22,,0.0,-374.65,-2.1,40.46,0.09,扣非亏损,扣非亏损,亏损,-0.91
600684.SH,珠江股份,42.59,112.81,370.14,11.11,4.32,7.67,3.7,,0.0,-38.78,-35.66,70.57,0.09,-10.38,171.41,29.42,0.09
300387.SZ,富邦科技,29.99,27.9,39.35,2.02,5.41,5.68,5.57,,0.0,-13.23,21.87,24.69,0.09,1.8,14.54,9.82,0.16
301086.SZ,鸿富瀚,59.17,103.33,149.21,5.82,4.12,4.17,3.23,,0.0,-20.32,4.19,35.46,0.09,35.59,72.5,49.56,0.1
001298.SZ,好上好,50.59,119.73,123.78,5.57,2.93,3.08,2.89,0.24,0.0,83.19,3.01,55.73,0.09,41.09,84.42,77.74,0.1
002597.SZ,金禾实业,144.65,27.82,32.8,1.92,4.64,5.14,4.35,,0.0,-6.48,-0.95,26.34,0.09,-34.42,14.13,10.82,0.16
601137.SH,博威合金,184.8,15.75,16.11,2.1,10.17,10.16,5.58,,0.0,-16.73,23.66,55.54,0.09,0.68,3.17,3.1,0.4
300001.SZ,特锐德,318.24,35.62,33.94,4.06,7.5,8.78,3.8,,0.0,50.8,23.3,64.45,0.09,1.46,9.06,8.11,0.2
600467.SH,好当家,38.86,107.82,176.79,1.14,0.44,0.82,2.02,,0.0,149.57,5.6,47.61,0.09,31.58,796.18,262.99,0.09
300434.SZ,金石亚药,34.9,31.76,37.5,1.63,3.18,3.89,3.65,,0.0,51.82,2.14,16.02,0.09,17.51,23.57,16.33,0.13
600880.SH,博瑞传播,55.96,535.04,-423.98,1.84,0.01,0.26,0.44,,0.0,-95.71,-4.15,21.07,0.09,扣非亏损,危险信号,4115.72,0.09
688789.SH,宏华数科,137.08,26.51,30.36,4.0,10.89,11.69,9.88,0.37,21.43,20.07,25.93,25.4,0.09,1.17,2.79,2.27,0.45
920547.BJ,无锡晶海,9.17,29.46,32.0,2.71,7.32,7.07,6.48,,0.0,55.28,-3.82,17.89,0.09,-8.39,8.74,8.33,0.2
920821.BJ,则成电子,16.46,157.72,198.55,5.95,2.22,2.82,2.08,,0.0,-37.04,6.72,36.65,0.09,29.57,178.98,111.86,0.09
300612.SZ,宣亚国际,28.26,-110.9,-89.57,5.78,-4.17,-3.88,-1.35,,0.0,8.82,-6.48,30.94,0.09,扣非亏损,扣非亏损,亏损,-0.91
603501.SH,豪威集团,1352.28,32.92,36.85,5.13,11.79,12.32,8.42,0.32,0.0,33.45,3.47,37.34,0.09,10.63,6.25,5.34,0.25
603556.SH,海兴电力,192.8,19.75,21.67,2.61,9.67,10.02,6.46,,0.0,-10.16,20.73,24.69,0.09,1.05,4.48,3.94,0.31
002297.SZ,博云新材,67.57,168.71,-138.92,3.21,0.67,1.45,1.18,,0.0,143.53,14.36,31.11,0.09,扣非亏损,危险信号,232.71,0.08
600460.SH,士兰微,475.26,102.11,116.77,3.98,2.45,2.84,1.49,,0.0,110.69,16.01,48.97,0.09,7.29,95.41,71.91,0.1
300866.SZ,安克创新,298.51,20.2,25.18,5.26,15.73,20.27,12.09,0.61,31.88,13.82,25.78,49.52,0.09,0.98,1.6,1.0,0.71
003030.SZ,祖名股份,16.46,60.35,-133.69,2.54,-1.04,3.16,2.41,,0.0,26.86,7.74,55.3,0.09,扣非亏损,扣非亏损,38.19,-0.91
600963.SH,岳阳林纸,97.9,-41.66,-34.79,1.29,1.73,2.07,1.43,,0.0,388.73,-1.54,61.12,0.09,扣非亏损,危险信号,危险信号,0.06
301398.SZ,星源卓镁,19.42,97.24,92.31,5.21,3.63,4.04,3.63,,0.0,-20.92,23.24,13.66,0.09,3.97,50.84,48.14,0.11
688128.SH,中国电研,117.3,23.09,25.58,3.44,10.87,11.37,5.58,0.86,0.0,21.84,9.9,56.78,0.09,2.58,4.71,4.06,0.3
600396.SH,华电辽能,57.14,1289.2,221.09,4.23,-0.21,0.25,2.85,,0.0,-119.37,-10.85,68.62,0.09,-20.37,-2111.66,10313.57,0.09
002380.SZ,科远智慧,53.38,31.23,31.49,3.71,8.59,9.3,5.85,,0.0,38.15,14.23,38.44,0.09,2.21,7.33,6.72,0.22
002738.SZ,中矿资源,546.51,203.65,179.3,4.62,1.01,1.68,2.66,,0.0,-70.6,65.5,32.35,0.09,2.74,355.26,242.44,0.09
300335.SZ,迪森股份,30.27,42.29,99.62,1.94,3.31,3.5,4.6,,0.0,5.74,-2.44,29.19,0.09,-40.8,60.14,24.17,0.1
603919.SH,金徽酒,98.51,22.82,26.67,2.9,9.47,9.52,8.69,0.98,0.0,-5.61,19.24,31.46,0.09,1.39,5.63,4.79,0.26
300357.SZ,我武生物,122.03,28.71,34.5,5.01,13.63,13.8,13.33,0.35,0.0,28.92,4.9,5.6,0.09,7.04,5.06,4.16,0.28
002232.SZ,启明信息,72.6,-193.7,-44339.7,5.37,-2.48,-2.05,-1.76,,0.0,10.93,-0.69,25.61,0.09,扣非亏损,扣非亏损,亏损,-0.91
301282.SZ,金禄电子,38.24,59.98,67.21,2.87,3.18,3.6,1.91,0.52,0.0,44.94,7.3,44.51,0.09,9.2,42.26,33.32,0.11
000538.SZ,云南白药,998.08,15.77,20.89,2.53,11.58,11.92,10.5,1.8,0.0,6.68,3.29,25.36,0.09,6.36,3.61,2.65,0.36
600422.SH,昆药集团,91.97,25.61,37.24,1.73,2.22,5.07,3.35,,0.0,-59.52,-2.33,42.9,0.09,-15.99,33.58,10.1,0.12
300831.SZ,派瑞股份,35.75,836.61,-3834.96,6.75,-0.53,0.6,0.27,0.08,17.33,-107.68,16.24,9.86,0.09,扣非亏损,扣非亏损,1394.36,-0.91
300752.SZ,隆利科技,30.7,72.22,70.89,3.66,3.1,3.86,2.31,,0.0,-45.19,-8.68,44.44,0.09,-8.17,45.73,37.42,0.11
002327.SZ,富安娜,34.51,27.67,15.17,1.7,3.94,4.21,4.39,,0.0,-44.35,-1.79,23.89,0.09,-8.48,7.69,13.15,0.22
300957.SZ,贝泰妮,182.57,50.36,220.8,3.0,3.03,4.48,4.15,0.76,0.0,-46.17,12.89,24.15,0.09,17.14,145.74,22.48,0.09
600702.SH,舍得酒业,167.14,26.57,81.0,2.36,6.61,6.64,5.0,,0.0,-29.69,4.79,40.99,0.09,16.9,24.49,8.0,0.13
