证券代码,股票简称,所属同花顺行业,沪深指数,公司亮点,所属概念,机构持股占流通股比例,最终控制人持股比例,企业性质,最终控制人类型,最终控制人,控制人,三级行业,二级行业,一级行业,主营产品,投资逻辑,index,国家队机构名称,国家队持股比例
603839.SH,安正时尚,纺织服饰-服装家纺-服装,,中高档品牌时装的自主研发、生产、销售及品牌管理,"电子商务,抖音,长三角一体化,网络直播,大消费,三胎",11.94,32.61,民营企业,个人,郑安政,个人,服装,纺织,可选消费,品牌女装,主导品牌“玖姿”为我国成熟女装的领导品牌之一,,,
001255.SZ,博菲电气,基础化工-塑料制品-合成树脂,中证2000,电气绝缘材料研发企业,"比亚迪,磁悬浮,长三角一体化,新能源汽车,高铁,风电,军工,家用电器,专精特新,轨道交通,水利,有机硅,共同富裕示范区,核电,光伏",1.63,62.63,民营企业,个人,"凌莉,陆云峰",个人,合成树脂,合成材料,化工,电气绝缘材料,电气绝缘材料研发企业,,,
600345.SH,长江通信,通信-通信设备-其他通信设备,中证2000,中国信科所属烽火科技集团旗下，国家光电子信息产业基地“武汉·中国光谷”的骨干企业之一,"光纤,央企国企改革,武汉自贸区,武汉光谷,华为,数据要素,智慧城市,车联网(车路协同),安防,宽带中国,5G,股权转让(并购重组),VR设备,人工智能,卫星导航,智能交通,国企改革,信创",48.25,39.58,央企国资控股,国资委,国资委,国资委,交通管理,计算机,科技,智能交通产品,智能交通领域新星,,,
002657.SZ,中科金财,计算机-IT服务-IT服务Ⅲ,,面向数据中心、银行影像和IT服务管理领域的金融科技服务商,"虚拟数字人,移动支付,数据确权,多模态AI,数据中心,征信,互联网银行,电子商务,银联,语音技术,京津冀一体化,百度,元宇宙,互联网金融,ChatGPT,智谱AI,二维码识别,智慧政务,信创,财税数字化,化债(AMC),区块链应用,期货,AIGC,数字经济,华为,算力租赁,智慧城市,智能座舱,工业互联网,区块链,数字货币,人工智能,在线教育,华为鲲鹏,机器人,Web3.0",1.59,9.08,民营企业,个人,"沈飒,朱烨东",个人,金融科技,计算机,科技,数据中心综合服务、金融科技综合服务,面向数据中心、银行影像领域的金融科技服务商,,,
600826.SH,兰生股份,社会服务-其他社会服务-专业服务,中证2000,全国外经贸系统第一家股票上市公司,"宠物经济,体育产业,进口博览会,西尼罗病毒,证金持股,国企改革,霍乱,上海国企改革,地方国企改革",68.75,62.86,省属国资控股,地方国资委,上海市国资委,上海市国资委,贸易,零售,可选消费,会展组织业务,国内会展龙头，拥有会展业全产业链资源,290.0,中央汇金,2.42
002975.SZ,博杰股份,机械设备-自动化设备-工控设备,中证2000,专注于工业自动化设备与配件的研发,"特斯拉,facebook,小米,苹果,减速器,华为,芯片封装测试,高端装备,一带一路,机器视觉,工业机器人,横琴新区,消费电子,无线耳机,英伟达,比亚迪,5G,工业母机,人民币贬值受益,芯片,新能源汽车,人工智能,虚拟现实,MR(混合现实),机器人,存储芯片,新型工业化,毫米波雷达",21.05,50.71,民营企业,个人,"王兆春,成君,付林",个人,自动化设备,机械设备,机械,工业自动化设备,专注于工业自动化设备与配件的研发,,,
001296.SZ,长江材料,建筑材料-建筑材料-其他建材,,国内大型专业覆膜砂生产供应商及废旧砂资源化解决方案提供商,"3D打印,长安汽车,西部大开发,固废处理,页岩气",4.26,45.25,民营企业,个人,"熊鹰,熊杰",个人,建筑材料,建筑材料,建筑业,硅砂、覆膜砂和砂芯,国内大型专业覆膜砂生产供应商,,,
605577.SH,龙版传媒,传媒-文化传媒-出版,中证2000,黑龙江财政厅旗下，拥有出版物“编、印、发”完整的产业链，《格言》成为全国最受青少年喜爱的语言类期刊之一,"文化传媒,在线教育,一带一路,振兴东北,电子商务,网络直播,国企改革,黑龙江自贸区,地方国企改革",83.06,57.62,省属国资控股,地方政府,黑龙江省财政厅,黑龙江省财政厅,出版,传媒,科技,教材教辅,国内重要的图书、报纸、期刊的出版、印刷、发行商,,,
603226.SH,菲林格尔,轻工制造-家居用品-瓷砖地板,,主营强化、实木复合地板及全屋定制家居等产品的国家高新技术企业,"精装修,智能家居",73.94,42.75,外资企业,境外,丁福如,境外,地板,家居装修,建筑业,强化复合地板,木地板行业领军品牌,,,
002741.SZ,光华科技,电子-电子化学品-电子化学品Ⅲ,,国内PCB化学品行业的龙头企业,"消毒剂,PCB,电子商务,宁德时代,富士康,PET铜箔,比亚迪,5G,先进封装,动力电池回收,芯片,台湾,光刻胶,锂电池,钠离子电池,正极材料",1.49,32.49,民营企业,个人,"郑靭,郑创发,郑侠",个人,PCB,半导体,科技,PCB化学品,先进的专用化学品服务商,,,
603697.SH,有友食品,食品饮料-食品加工制造-休闲食品,中证2000,泡卤风味休闲食品的研发、生产和销售，主打产品泡椒凤爪,"预制菜,休闲零食,电子商务,西部大开发,大消费,高股息精选",0.89,67.82,民营企业,个人,"鹿有忠,赵英,鹿新",个人,零食,食品,必需消费,泡卤风味休闲食品,泡凤爪领域的知名品牌,,,
002400.SZ,省广集团,传媒-文化传媒-广告营销,中证1000,广东国资委旗下，中国本土最优秀的大型综合性广告公司之一,"文化传媒,快手,职业教育,AIGC,数据中心,数据要素,长安汽车,横琴新区,谷歌,区块链,地方国企改革,广东国企改革,体育产业,网络电视,短剧游戏,广告营销,百度,人工智能,腾讯,抖音,国企改革",22.62,18.88,省属国资控股,地方国资委,广东省国资委,广东省国资委,广告营销,传媒,科技,广告、数字营销,中国本土领先大型综合性广告公司之一,,,
833943.BJ,优机股份,机械设备-通用设备-金属制品,,外销为主的定制化机械设备及零部件厂商,"西部大开发,人民币贬值受益,商业航天,油气管网,风电,中俄贸易",13.92,41.79,民营企业,个人,"欧毅,罗辑",个人,阀门,金属制品,机械,流体控制设备、矿山机械零部件,为全球40多个国家客户提供定制化机械设备及零部件。,,,
002530.SZ,金财互联,机械设备-通用设备-其他通用设备,,电子税务、财税云服务领域的领先企业,"虚拟数字人,ERP,数字经济,AIGC,华为,数据要素,鸿蒙,阿里巴巴,电子发票,区块链,Sora(文生视频),百度,人工智能,互联网金融,ChatGPT,跨境电商,华为鲲鹏,机器人,智慧政务,信创,财税数字化",24.45,,民营企业,,,,金融科技,计算机,科技,热处理和电子税务,国内热处理头部企业及领先的互联网财税服务商,,,
600228.SH,返利科技,传媒-文化传媒-数字媒体,中证2000,国内领先的全场景导购平台,"拼多多,苹果,鄱阳湖经济区,百度,人工智能,电子商务,抖音,数字营销,网络直播",38.25,14.17,民营企业,个人,葛永昌,个人,数字媒体,传媒,科技,电商导购,国内重要的电商导购平台,,,
600186.SH,莲花控股,食品饮料-食品加工制造-调味发酵品,中证2000,我国最大的味精和谷朊粉生产与出口基地,"土壤修复,调味品,味精,大消费,2024三季报预增,算力租赁,回购增持再贷款,人造肉,东数西算(算力),粮食",28.16,2.46,民营企业,个人,李厚文,个人,调味品,食品,必需消费,味精,“莲花”牌味精生产商,,,
002659.SZ,凯文教育,社会服务-教育-教育Ⅲ,中证2000,主营业务为教育及教育相关产业,"地方国企改革,体育产业,京津冀一体化,股权转让(并购重组),K12教育,数字经济,在线教育,职业教育,人工智能,百度,腾讯,华为,国企改革,北京国企改革,冰雪产业",36.43,1.16,地市国资控股,地方国资委,北京市海淀区国资委,北京市海淀区国资委,教育,社会服务,可选消费,教育培训,北京地区领先的教育培训企业,,,
600400.SH,红豆股份,纺织服饰-服装家纺-服装,中证1000,红豆男装是中国名牌产品,"固态电池,民营金融,京东,抖音小店,小额贷款,军工,电子商务,独角兽,透明工厂,网络直播,工业互联网",66.66,51.28,民营企业,个人,"刘连红,周海江,周海燕,顾萃",个人,服装,纺织,可选消费,休闲装,红豆男装生产企业，中国名牌产品,,,
002344.SZ,海宁皮城,商贸零售-零售-商业物业经营,中证2000,海宁中国皮革城是全球最具规模、中国最具影响力的皮革专业市场,"网红经济,养老,民营医院,特色小镇,长三角一体化,互联网金融,跨境电商,电子商务,网络直播,国企改革,地方国企改革",57.76,,地市国资控股,地方政府,海宁市人民政府,海宁市人民政府,商城,零售,可选消费,皮革专业市场,全国最大的皮革专业市场之一,,,
600800.SH,渤海化学,石油石化-石油加工贸易-石油加工,,天津国资委旗下，华北地区最具有话语权的丙烯生产商之一,"氢能源,金融IC,丙烯,工业大麻,环渤海,天津自贸区,电子信息,环氧丙烷,地方国企改革,丙烯酸,天津国企改革,滨海新区,芯片,换芯,国企改革",49.83,34.45,省属国资控股,地方国资委,天津市人民政府国资委,天津市人民政府国资委,石油化工,石油,资源,丙烯,华北地区最具有话语权的丙烯生产企业之一,,,
600844.SH,丹化科技,基础化工-化学原料-煤化工,,国内较早开展以褐煤为原料生产乙二醇的高新技术企业,"可降解塑料,煤化工,己二酸,西部大开发,乙二醇,股权转让(并购重组),醋酐",36.62,6.0,民营企业,个人,于泽国,个人,化学原料,化学原料,化工,乙二醇,全球最大的乙二醇生产商之一,,,
301171.SZ,易点天下,传媒-文化传媒-广告营销,中证1000,主要业务在海外的互联网营销服务商,"虚拟数字人,拼多多,facebook,小米,跨境支付(CIPS),移动支付,快手,多模态AI,AIGC,华为,数据要素,阿里巴巴,人民币贬值受益,Sora(文生视频),西部大开发,百度,人工智能,跨境电商,智谱AI,腾讯,抖音,机器人,独角兽",15.73,26.06,民营企业,个人,邹小武,个人,广告营销,传媒,科技,全球营销推广服务,国内领先的国际化智能营销服务提供商,,,
301383.SZ,天键股份,电子-消费电子-消费电子零部件及组装,中证2000,外销为主，主营电声元器件和电声终端产品,"物联网,智能穿戴,一带一路,电子商务,消费电子,无线耳机,语音技术,人民币贬值受益,百度,虚拟现实,MR(混合现实),跨境电商,电子竞技,医疗器械,智能医疗,智能音箱,AI眼镜",28.11,35.33,民营企业,个人,冯砚儒,个人,声学电子,消费电子,科技,耳机,国内领先的一站式整体电声解决方案商,,,
430556.BJ,雅达股份,电力设备-电网设备-电气自控设备,,国内较早从事电力监控技术与产品研发的企业之一,"储能,华为,传感器,数据中心,充电桩,智能电网",,26.32,民营企业,个人,王煌英,个人,电控设备,电气设备,电力设备,智能电力监控产品,公司是智能电力监控行业领先企业,,,
836221.BJ,易实精密,汽车-汽车零部件-其他汽车零部件,,制动系统铝嵌件产品全球占比约三成,"新能源汽车,专精特新",9.97,41.75,民营企业,个人,徐爱明,个人,刹车,汽车零部件,汽车,汽车精密金属零部件,汽车金属零部件小巨人，制动系统铝嵌件全球占比近三成,,,
300564.SZ,筑博设计,建筑装饰-建筑装饰-工程咨询服务,,主要从事建筑设计及其相关业务的设计与咨询,"海绵城市,西部大开发,光伏建筑一体化,水利,粤港澳大湾区,新型城镇化,高股息精选,装配式建筑",34.51,39.48,民营企业,个人,"徐先林,徐江",个人,工程设计,工程设计,建筑业,建筑设计,长期位列国内民营建筑设计企业第一梯队,,,
301100.SZ,风光股份,基础化工-化学制品-其他化学制品,,为全球高分子材料工业提供聚合物添加剂和解决方案的核心助剂材料供应商,"可降解塑料,专精特新,POE胶膜,光伏",,73.76,民营企业,个人,"隋松辰,王磊,韩秀兰,王文忠",个人,化学制品,化学制品,化工,高分子材料助剂,国内抗氧化剂行业领先企业,,,
300248.SZ,新开普,计算机-IT服务-IT服务Ⅲ,中证2000,智慧校园、智慧政企软件产品综合服务商,"指纹支付,虚拟数字人,移动支付,物联网,职业教育,银联,数字乡村,虚拟现实,元宇宙,互联网金融,指纹技术,智能交通,节能减排,无人零售,智慧政务,人脸识别,养老,虹膜识别,乡村振兴,人力资源服务,数字经济,华为,数据要素,智慧城市,鸿蒙,阿里巴巴,区块链,蚂蚁金服,数字货币,人工智能,在线教育,AI语料,NFC,华为鲲鹏,网络安全,水利,机器人,智能电网",5.82,15.45,民营企业,个人,杨维国,个人,教育软件,社会服务,可选消费,智慧校园产品,校园信息化龙头企业，高校一卡通占率45%,,,
430564.BJ,天润科技,计算机-IT服务-IT服务Ⅲ,,主营时空信息技术服务,"数字孪生,西部大开发,乡村振兴,人工智能,时空大数据,数据要素,智慧城市,空间计算,旅游",,69.09,民营企业,个人,"贾友,陈利",个人,导航,计算机,科技,地理信息数据服务、空间信息系统开发,空间信息技术服务解决方案供应商,,,
831689.BJ,克莱特,机械设备-通用设备-其他通用设备,,主营风机及通风冷却设备,"海工装备,高铁,风电,专精特新,高端装备,高股息精选,核电",42.0,48.96,民营企业,个人,"王盛旭,盛才良,王新,盛军岭",个人,通用设备,机械设备,机械,通风空气处理系统,工信部第一批专精特新“小巨人”企业,,,
