证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
002789.SZ,*ST建艺,-3.49,-1.34,-1.39,,,-1.9,,0.0,-1845.82,66.1,110.02,0.67,扣非亏损,,,-10.0
920005.BJ,鼎佳精密,47.93,49.0,5.03,9.79,11.25,7.9,,0.0,23.56,2.22,21.55,0.67,22.1,10.01,8.52,0.77
001278.SZ,一彬科技,-57.1,-52.24,2.28,-3.18,-2.92,-0.72,0.62,0.0,-210.73,15.73,67.37,0.67,扣非亏损,扣非亏损,亏损,-0.33
688570.SH,天玛智控,76.69,64.65,1.88,1.54,1.83,1.22,1.72,0.0,-73.7,7.72,25.78,0.67,8.37,83.91,83.81,0.68
600682.SH,南京新百,33.01,55.38,0.53,1.02,1.2,1.44,0.23,0.0,-21.28,1.62,26.47,0.66,34.25,109.12,55.02,0.67
600835.SH,上海机电,29.31,39.37,1.97,4.73,5.05,2.56,2.34,41.67,-4.71,-5.76,51.72,0.66,-6.83,8.33,5.8,0.78
601238.SH,广汽集团,-13.82,-10.95,0.72,-4.25,-3.84,-2.93,0.54,0.0,-155.3,15.33,45.32,0.66,扣非亏损,扣非亏损,亏损,-0.34
600335.SH,国机汽车,20.04,24.15,0.83,2.92,3.13,1.29,1.69,21.1,62.3,-1.14,68.87,0.66,-21.25,8.29,6.4,0.78
002459.SZ,晶澳科技,-7.85,-5.22,1.64,-13.52,-13.78,-3.41,,0.0,-480.95,24.81,77.9,0.65,扣非亏损,扣非亏损,亏损,-0.35
920112.BJ,巴兰仕,19.89,22.45,3.49,16.76,20.51,16.15,,0.0,14.41,14.36,19.96,0.65,1.56,2.68,1.94,1.03
000900.SZ,现代投资,11.03,18.18,0.57,3.38,3.54,2.2,3.4,0.0,6.37,-17.7,76.0,0.65,-1.03,10.75,6.23,0.74
688729.SH,屹唐股份,107.39,,8.4,5.61,7.41,4.97,,0.0,,15.78,24.48,0.65,,,28.98,0.68
601098.SH,中南传媒,12.5,10.97,1.24,7.33,7.45,4.48,3.66,17.54,24.35,5.76,38.3,0.65,1.91,1.5,1.68,1.32
002307.SZ,北新路桥,-61.2,-13.92,2.71,-2.93,-2.67,1.42,0.27,0.0,-754.24,-4.07,88.59,0.65,扣非亏损,扣非亏损,亏损,-0.35
002673.SZ,西部证券,21.08,18.41,1.18,4.2,4.25,,1.23,5.69,71.81,1.95,72.96,0.64,9.42,4.38,4.96,0.87
000800.SZ,一汽解放,67.05,-42.36,1.26,-0.57,1.41,-0.45,0.61,0.0,-328.1,-1.13,64.91,0.64,扣非亏损,扣非亏损,95.1,-0.36
000719.SZ,中原传媒,12.9,8.58,1.1,6.37,6.46,3.93,5.28,0.0,50.59,2.11,38.14,0.64,4.06,2.69,3.99,1.01
301203.SZ,国泰环保,21.41,23.82,1.97,6.58,6.88,6.66,4.96,0.0,-5.74,-0.91,3.71,0.64,-26.11,7.24,6.22,0.77
600755.SH,厦门国贸,18.92,-14.27,0.74,-1.51,1.11,1.56,4.97,0.0,31.86,-7.43,71.3,0.64,扣非亏损,扣非亏损,34.08,-0.36
603341.SH,龙旗科技,33.66,70.43,3.97,4.77,8.94,1.92,1.07,0.0,-18.35,27.52,78.98,0.63,2.56,29.5,7.53,0.67
603075.SH,热威股份,28.51,30.39,4.47,11.49,11.69,8.87,3.76,0.0,9.93,2.58,30.53,0.63,11.77,5.29,4.88,0.82
600997.SH,开滦股份,38.11,38.16,0.67,0.91,1.31,1.26,3.85,0.0,-79.54,-2.4,43.06,0.63,-15.88,83.81,58.19,0.64
688472.SH,阿特斯,41.08,37.06,2.31,4.83,4.28,1.64,0.74,0.0,-40.59,22.54,65.96,0.62,1.64,15.36,19.2,0.69
301295.SZ,美硕科技,126.2,176.33,3.61,2.11,2.14,0.76,1.15,0.0,-24.25,3.68,27.19,0.62,47.92,167.17,117.94,0.63
600662.SH,外服控股,19.78,32.03,2.73,7.31,10.16,4.53,4.73,0.0,-6.96,25.04,63.55,0.62,1.28,8.76,3.89,0.74
600939.SH,重庆建工,-7.07,-5.07,0.79,-8.64,-7.93,-0.01,,0.0,-338.69,-21.02,91.03,0.62,扣非亏损,扣非亏损,亏损,-0.38
600123.SH,兰花科创,625.3,-38.93,0.55,-1.37,0.07,0.19,1.75,0.0,-130.71,-2.82,58.21,0.62,扣非亏损,扣非亏损,17865.73,-0.38
601990.SH,南京证券,28.3,28.29,1.92,5.08,5.07,,1.48,29.41,31.69,7.89,78.13,0.62,3.59,5.57,5.58,0.8
002116.SZ,中国海诚,16.05,16.34,1.9,7.69,9.05,3.79,3.1,0.0,-2.17,9.16,59.66,0.61,1.78,4.25,3.55,0.85
600925.SH,苏能股份,126.99,88.02,2.07,1.13,1.18,1.99,2.3,0.0,-85.62,9.0,55.48,0.61,9.78,155.54,215.24,0.62
688275.SH,万润新能,-19.64,-12.75,1.76,-8.2,-6.49,-1.5,,0.0,27.5,138.13,71.57,0.61,扣非亏损,扣非亏损,亏损,-0.39
600736.SH,苏州高新,21.11,-30.17,1.05,-1.03,2.74,0.99,0.29,0.0,69.46,-14.73,77.4,0.61,扣非亏损,扣非亏损,15.41,-0.39
000625.SZ,长安汽车,26.79,37.32,1.41,2.63,3.96,0.22,2.21,21.74,20.08,15.23,57.55,0.61,2.45,14.21,6.77,0.68
600540.SH,新赛股份,-45.49,-9.58,6.57,-16.39,-10.23,-0.29,,0.0,0.97,20.84,89.89,0.61,扣非亏损,扣非亏损,亏损,-0.39
301371.SZ,敷尔佳,29.25,34.46,2.27,4.51,5.76,6.79,3.97,0.0,-48.2,6.95,3.6,0.61,4.96,15.29,10.15,0.67
301329.SZ,信音电子,62.06,61.47,2.62,2.87,3.11,2.87,1.9,60.53,-9.58,-5.97,16.68,0.61,-10.3,21.43,19.96,0.65
002670.SZ,国盛证券,98.51,100.3,2.81,2.14,2.16,1.0,,0.0,210.57,46.41,76.83,0.6,2.16,93.83,91.22,0.61
603205.SH,健尔康,42.98,44.6,3.0,5.01,5.3,5.02,0.92,0.0,-19.09,11.84,11.53,0.6,3.77,17.79,16.22,0.66
603153.SH,上海建科,50.0,33.7,1.94,1.08,2.85,2.51,1.23,0.0,30.75,6.6,30.71,0.6,5.1,62.13,35.09,0.62
002075.SZ,沙钢股份,38.73,63.25,1.81,2.42,3.56,1.94,0.8,35.26,1934.69,-8.29,57.6,0.6,-7.63,26.18,10.88,0.64
600496.SH,精工钢构,11.36,17.67,0.97,5.38,6.46,2.72,2.65,0.0,14.89,6.74,64.76,0.6,2.62,6.57,3.52,0.76
601162.SH,天风证券,201.81,57.06,1.5,0.63,0.59,,,0.0,129.33,5.65,69.81,0.6,10.1,180.56,684.09,0.61
001391.SZ,国货航,29.33,27.22,2.75,7.07,7.19,8.52,0.71,0.0,64.05,-0.81,10.19,0.6,-33.58,7.7,8.16,0.73
603082.SH,北自科技,38.25,37.73,3.76,7.37,7.41,3.0,1.71,0.0,-3.68,15.61,62.83,0.6,2.42,10.25,10.32,0.7
601666.SH,平煤股份,52.98,31.37,0.86,1.26,0.93,1.53,5.99,0.0,-83.54,1.56,63.17,0.6,20.13,49.66,113.93,0.62
601369.SH,陕鼓动力,22.4,19.96,2.1,6.76,6.83,2.94,5.17,66.67,-4.16,-0.18,61.4,0.6,-107.87,2.95,3.28,0.94
600694.SH,大商股份,10.32,13.49,0.69,4.64,5.07,4.31,3.79,0.0,-16.93,-5.83,47.6,0.6,-2.31,5.81,4.07,0.77
603381.SH,永臻股份,1735.07,76.53,1.42,0.29,0.06,0.26,2.55,0.0,-91.49,43.78,73.67,0.6,1.75,521.47,57835.74,0.6
001286.SZ,陕西能源,11.17,12.33,1.37,9.49,9.47,7.0,4.42,0.0,-2.39,15.33,52.79,0.6,0.8,2.6,2.36,0.98
600708.SH,光明地产,-9.6,-3.66,0.97,-7.41,-7.3,-0.34,,0.0,-36.5,-39.84,83.45,0.59,扣非亏损,扣非亏损,亏损,-0.41
688317.SH,之江生物,-105.96,-28.39,1.22,-1.06,-0.84,-1.53,0.68,0.0,-92.97,-35.95,8.79,0.59,扣非亏损,扣非亏损,亏损,-0.41
000767.SZ,晋控电力,22.98,17.21,1.54,2.72,2.07,2.33,,0.0,191.86,4.79,82.08,0.59,3.59,12.67,22.2,0.67
601006.SH,大秦铁路,12.14,15.14,0.61,3.85,3.82,4.33,3.97,38.1,-27.8,-1.55,14.02,0.59,-9.75,3.93,3.18,0.85
600180.SH,瑞茂通,38.7,-84.82,0.49,0.93,0.95,1.26,1.16,18.94,-73.43,-10.8,74.29,0.59,扣非亏损,危险信号,40.74,0.58
000626.SZ,远大控股,89.74,-5.89,1.62,-7.56,1.36,1.42,,0.0,-124.59,2.61,68.91,0.59,扣非亏损,扣非亏损,131.96,-0.41
600585.SH,海螺水泥,14.81,14.78,0.65,3.14,3.33,2.98,2.99,28.92,21.69,-16.7,20.59,0.59,-0.88,4.71,4.45,0.8
000552.SZ,甘肃能化,-34.4,-79.47,0.77,-1.98,-1.67,-0.48,2.47,0.0,-134.01,-0.18,50.86,0.59,扣非亏损,扣非亏损,亏损,-0.41
002647.SZ,*ST仁东,22.62,895.94,16.86,,,7.74,,0.0,135.62,-10.36,86.42,0.59,-86.46,,,
002387.SZ,维信诺,-5.51,-4.21,2.97,-35.49,-34.25,-3.54,,0.0,13.62,11.12,84.36,0.59,扣非亏损,扣非亏损,亏损,-0.41
002110.SZ,三钢闽光,41.01,52.14,0.51,0.69,0.95,1.02,,0.0,116.87,-9.6,61.52,0.58,-5.43,151.8,86.34,0.59
002051.SZ,中工国际,32.07,39.6,0.91,2.05,2.14,1.31,1.53,0.0,0.61,12.82,53.68,0.58,3.09,38.7,29.97,0.61
600373.SH,中文传媒,23.68,-106.0,0.72,-0.64,2.27,1.58,3.19,0.0,-116.46,-6.84,36.29,0.58,扣非亏损,扣非亏损,20.86,-0.42
603400.SH,华之杰,38.14,,4.47,11.02,13.91,7.49,,0.0,,1.6,31.07,0.58,,,5.48,0.77
000701.SZ,厦门信达,464.42,-4.63,-8.12,-5.65,-18.14,1.66,,0.0,55.96,-25.36,80.56,0.58,扣非亏损,扣非亏损,强烈警报,-0.42
601001.SH,晋控煤业,14.07,12.32,1.27,6.83,6.85,6.24,5.52,0.0,-40.47,-6.19,21.17,0.58,-1.99,3.61,4.11,0.86
000639.SZ,西王食品,1038.42,-6.15,1.06,0.24,0.08,1.63,,0.0,-90.48,-7.82,45.23,0.58,扣非亏损,危险信号,25960.47,0.56
688137.SH,近岸蛋白,-76.89,-41.27,1.42,-1.56,-1.38,-2.74,,0.0,0.21,-27.15,5.23,0.58,扣非亏损,扣非亏损,亏损,-0.42
688638.SH,誉辰智能,-15.52,-12.64,2.54,-11.92,-11.39,-4.1,,0.0,-49.04,31.07,66.19,0.58,扣非亏损,扣非亏损,亏损,-0.42
600512.SH,腾达建设,18.45,171.22,0.62,2.51,2.52,1.53,0.84,0.0,-6.1,-18.2,40.88,0.58,-9.41,136.48,14.64,0.59
002758.SZ,浙农股份,18.11,12.67,1.1,4.46,4.57,3.41,3.43,0.0,66.16,6.47,63.89,0.57,1.96,5.68,7.93,0.75
600810.SH,神马股份,-205.81,-52.29,1.34,-0.96,-0.45,0.6,0.62,0.0,-938.39,-2.49,62.49,0.56,扣非亏损,扣非亏损,亏损,-0.44
600839.SH,四川长虹,32.81,102.05,2.85,1.3,6.67,2.67,1.04,0.0,7.34,1.53,73.66,0.56,66.55,156.94,9.84,0.57
000597.SZ,东北制药,31.92,24.04,1.37,2.47,3.22,1.77,1.9,0.0,-4.32,-2.42,58.99,0.56,-9.94,19.44,19.82,0.61
002513.SZ,蓝丰生化,-25.07,-17.42,-182.61,-863.53,,-2.58,,0.0,51.38,7.85,95.12,0.56,扣非亏损,扣非亏损,,-0.44
600791.SH,京能置业,-7.71,-10.02,6.98,-16.82,-14.28,-0.61,,0.0,-158.37,61.16,77.77,0.56,扣非亏损,扣非亏损,亏损,-0.44
002423.SZ,中粮资本,18.27,26.33,1.12,4.49,4.73,1.38,1.18,0.0,-56.34,-47.62,80.6,0.56,-0.55,11.74,7.72,0.64
000338.SZ,潍柴动力,16.61,18.22,2.09,8.82,9.82,3.39,5.25,55.08,3.43,0.83,63.87,0.55,21.86,2.07,1.69,1.04
000937.SZ,冀中能源,34.82,43.1,0.99,1.97,2.16,2.35,12.66,0.0,-67.32,-13.61,59.59,0.55,-3.17,43.72,32.24,0.58
001367.SZ,海森药业,30.57,31.17,2.51,6.11,6.35,6.42,0.62,0.0,-1.56,7.11,8.69,0.55,4.38,10.21,9.63,0.65
300207.SZ,欣旺达,22.39,28.8,1.68,4.17,5.77,1.53,0.67,12.75,-12.74,16.14,67.62,0.55,1.78,6.91,3.88,0.7
600150.SH,中国船舶,31.93,45.44,1.76,4.56,6.2,2.25,0.7,0.0,122.24,10.17,63.88,0.55,4.47,19.91,10.3,0.6
920020.BJ,泰凯英,22.05,23.45,4.64,16.46,17.11,9.18,,0.0,10.55,15.6,53.82,0.55,1.5,2.85,2.58,0.9
603370.SH,华新精科,47.49,,4.51,9.21,11.39,6.34,,0.0,,20.0,28.49,0.55,,,8.34,0.67
688057.SH,金达莱,34.37,38.43,1.1,1.89,2.39,1.33,2.25,0.0,-38.51,-22.83,10.2,0.55,-1.68,40.64,28.76,0.57
000651.SZ,格力电器,7.54,7.31,1.49,14.61,15.16,5.69,6.6,0.0,-2.73,0.42,62.8,0.55,17.34,1.0,1.0,1.55
002200.SZ,*ST交投,-32.64,-27.81,-27.87,,,-2.62,,0.0,-46.52,17.41,96.0,0.55,扣非亏损,,,-10.0
600037.SH,歌华有线,4858.43,-86.98,0.88,-0.41,0.01,-0.26,0.36,0.0,-125.37,-3.18,19.51,0.55,扣非亏损,扣非亏损,971685.36,-0.45
600894.SH,广日股份,14.99,15.03,0.92,3.84,4.54,2.52,9.25,38.79,-38.82,-2.07,38.23,0.55,-7.28,3.92,3.3,0.8
603382.SH,海阳科技,44.95,,3.22,6.1,6.57,3.33,,34.48,,12.98,47.27,0.54,,,6.84,0.69
600685.SH,中船防务,49.92,55.84,2.43,3.38,3.84,1.26,0.35,21.48,278.78,18.66,61.76,0.54,2.99,16.51,13.0,0.6
600188.SH,兖矿能源,14.62,14.83,2.66,8.17,8.33,4.3,5.43,38.84,-41.01,-2.82,66.91,0.54,-5.25,1.82,1.76,1.09
920703.BJ,广厦环能,21.97,23.73,2.04,6.1,7.06,6.62,1.93,0.0,-37.87,7.95,17.13,0.54,2.98,7.78,6.22,0.67
688783.SH,西安奕材,-134.36,-138.02,12.37,-6.84,-6.72,-2.49,,0.0,6.34,163.99,53.39,0.54,扣非亏损,扣非亏损,亏损,-0.46
000860.SZ,顺鑫农业,108.33,-209.03,1.59,1.18,1.1,1.25,0.77,0.0,-78.32,-14.87,45.62,0.53,扣非亏损,危险信号,196.96,0.53
603344.SH,星德胜,33.35,32.27,2.83,6.19,6.48,5.02,1.27,0.0,-3.06,3.78,31.47,0.53,8.53,10.43,10.29,0.63
600981.SH,苏豪汇鸿,106.0,-57.76,1.45,-0.76,1.03,1.43,0.39,0.0,77.97,4.98,78.87,0.53,扣非亏损,扣非亏损,205.82,-0.47
601008.SH,连云港,45.74,47.79,1.57,2.4,2.59,2.42,1.57,0.0,-19.96,4.89,60.15,0.53,9.78,39.76,35.32,0.56
000631.SZ,顺发恒能,121.12,252.87,1.66,0.31,1.03,1.25,,0.0,-4.75,185.01,21.65,0.53,1.37,1619.9,235.18,0.53
603268.SH,*ST松发,47.5,120.06,9.98,17.05,30.51,9.69,,0.0,1226.95,-7.78,81.42,0.53,-15.43,14.08,3.11,0.6
600655.SH,豫园股份,-30.23,-8.23,0.57,-2.72,-1.39,0.24,2.95,0.0,-41.84,-2.35,68.91,0.52,扣非亏损,扣非亏损,亏损,-0.48
600533.SH,栖霞建设,189.39,-3.46,0.82,0.27,0.33,0.87,,0.0,104.98,10.08,82.49,0.52,扣非亏损,危险信号,1147.83,0.48
300677.SZ,英科医疗,21.26,24.93,1.44,2.72,5.19,3.18,0.59,4.46,-19.32,-5.67,53.79,0.52,-4.39,9.15,4.1,0.63
301525.SZ,儒竞科技,43.42,63.81,2.38,3.5,4.16,3.7,0.92,9.09,-9.1,1.58,16.81,0.52,40.27,18.22,10.44,0.58
600362.SH,江西铜业,24.61,23.05,2.42,7.84,7.55,4.06,3.39,33.06,6.2,5.65,60.88,0.52,4.08,2.94,3.26,0.86
600073.SH,光明肉业,27.13,-97.94,1.21,2.9,3.39,1.71,1.01,0.0,-50.81,-2.13,50.63,0.52,扣非亏损,危险信号,16.0,0.5
000950.SZ,重药控股,20.05,33.75,0.89,3.32,3.35,1.81,1.12,0.0,36.83,9.79,75.67,0.52,3.45,20.35,11.97,0.57
600121.SH,郑州煤电,-10.26,-14.39,3.41,-23.37,-22.41,-0.43,,0.0,-22389.13,10.9,78.7,0.52,扣非亏损,扣非亏损,亏损,-0.48
301636.SZ,泽润新能,56.2,,3.68,5.55,6.43,3.6,,44.64,,47.15,39.02,0.52,,,8.74,0.63
301353.SZ,普莱得,34.72,52.37,2.2,3.72,4.8,4.03,1.82,0.0,0.34,9.4,15.34,0.52,5.57,28.19,14.47,0.55
300772.SZ,运达股份,42.69,35.14,2.17,3.61,3.97,0.66,0.45,0.0,32.57,11.28,86.19,0.51,3.12,19.45,21.51,0.57
600278.SH,东方创业,30.84,71.81,0.96,2.16,2.36,1.85,2.39,0.0,-6.51,-6.11,52.8,0.51,-11.75,66.35,26.14,0.53
601133.SH,柏诚股份,53.32,53.44,3.23,4.34,4.54,3.13,1.96,31.25,-17.91,25.58,45.52,0.51,2.09,12.3,11.74,0.59
002081.SZ,金螳螂,18.89,26.56,0.7,2.47,2.78,1.35,2.8,0.0,-14.29,-10.23,58.24,0.51,-2.6,21.52,13.59,0.56
920068.BJ,天工股份,142.22,136.69,9.71,5.15,5.56,4.86,,95.24,-57.58,61.04,12.01,0.51,2.24,26.53,25.58,0.55
300729.SZ,乐歌股份,21.26,27.74,1.32,3.05,4.68,2.41,1.89,0.0,-19.9,26.23,63.9,0.51,1.06,18.17,9.08,0.57
688347.SH,华虹公司,702.77,-957295.54,5.29,0.5,0.57,-0.42,,0.0,-52.84,14.42,28.36,0.51,扣非亏损,危险信号,2465.88,0.51
600252.SH,中恒集团,243.27,-25.5,1.38,0.1,0.4,-0.22,,0.0,152.89,-8.91,34.36,0.51,扣非亏损,危险信号,1216.33,0.51
600875.SH,东方电气,21.54,38.08,1.92,6.55,7.09,2.46,2.54,0.0,10.43,13.65,71.27,0.51,2.79,11.63,6.08,0.59
688599.SH,天合光能,-7.87,-5.2,2.07,-17.86,-17.36,-3.16,,0.0,-303.3,31.77,77.99,0.51,扣非亏损,扣非亏损,亏损,-0.49
301309.SZ,万得凯,27.24,28.06,1.88,4.82,5.29,4.85,1.24,0.0,-31.97,12.45,9.98,0.51,2.25,11.65,10.3,0.59
000513.SZ,丽珠集团,13.11,14.88,2.2,12.31,12.49,9.42,2.89,0.0,4.98,-0.62,37.37,0.51,-24.01,2.42,2.1,0.92
688298.SH,东方生物,-17.04,-10.65,0.76,-3.57,-3.26,-3.94,,0.0,33.71,-34.49,13.52,0.5,扣非亏损,扣非亏损,亏损,-0.5
688061.SH,灿瑞科技,-82.77,-40.15,1.74,-2.39,-1.55,-1.46,,0.0,-16.13,3.8,13.98,0.5,扣非亏损,扣非亏损,亏损,-0.5
601866.SH,中远海发,18.08,20.56,1.09,4.47,4.53,3.45,1.46,30.18,20.99,2.24,76.41,0.5,9.16,4.6,3.99,0.72
688623.SH,双元科技,86.24,119.75,2.84,1.8,2.44,1.69,2.44,20.16,-33.65,15.82,19.67,0.5,7.57,66.35,35.35,0.52
001332.SZ,锡装股份,22.44,25.74,2.34,7.56,8.08,6.31,2.86,27.03,-6.8,15.03,27.46,0.5,1.71,3.4,2.78,0.79
301399.SZ,英特科技,125.13,116.19,2.8,1.19,1.67,1.34,1.09,0.0,-60.23,2.7,15.5,0.49,42.97,194.53,149.85,0.5
603124.SH,江南新材,59.17,,7.25,9.54,9.97,5.59,,0.0,,12.05,60.3,0.49,,,11.87,0.58
002918.SZ,蒙娜丽莎,60.29,134.62,1.97,2.03,2.41,2.27,1.89,0.0,-44.8,-12.53,50.54,0.49,-10.75,132.9,50.03,0.5
000016.SZ,深康佳A,-8.24,-3.58,8.52,-83.72,-53.45,-1.83,,0.0,11.4,-39.05,96.78,0.49,扣非亏损,扣非亏损,亏损,-0.51
300577.SZ,开润股份,13.41,15.41,2.28,11.67,12.41,8.25,1.36,20.05,13.81,23.2,57.62,0.49,0.66,1.32,1.08,1.25
600507.SH,方大特钢,13.04,20.24,1.37,6.78,8.17,4.89,0.81,0.0,326.74,-9.08,53.18,0.49,-2.23,5.97,3.19,0.66
600511.SH,国药股份,10.86,10.93,1.2,8.36,8.5,5.47,2.34,0.0,-1.27,2.98,43.26,0.49,3.66,2.61,2.55,0.87
301337.SZ,亚华电子,-403.11,-167.64,2.85,-0.75,-0.53,-1.4,0.34,0.0,64.39,-5.23,11.88,0.49,扣非亏损,扣非亏损,亏损,-0.51
603303.SH,得邦照明,25.78,28.49,2.18,5.23,5.68,2.81,6.29,209.89,-25.95,-5.49,51.58,0.49,-5.19,5.45,4.54,0.67
002221.SZ,东华能源,127.18,244.53,1.15,0.46,0.68,1.83,,0.0,-39.12,2.92,68.2,0.49,83.75,1059.94,374.05,0.49
301609.SZ,山大电力,69.14,,6.54,8.69,11.24,6.46,,0.0,,14.81,30.74,0.48,,,12.3,0.56
301276.SZ,嘉曼服饰,40.18,34.94,1.74,1.97,3.23,3.34,3.54,0.0,-39.26,-3.23,19.02,0.48,-10.82,35.42,24.88,0.51
688146.SH,中船特气,68.41,95.15,3.95,3.77,4.37,3.44,0.6,0.0,15.93,4.95,23.73,0.48,19.23,50.47,31.31,0.5
300804.SZ,广康生化,57.62,61.64,1.97,2.42,2.6,2.45,,0.0,169.48,7.5,37.8,0.48,8.21,51.03,44.32,0.5
600095.SH,湘财股份,53.06,62.85,2.56,3.35,3.68,1.54,,0.0,203.07,-40.74,72.49,0.48,-1.54,37.51,28.87,0.51
600072.SH,中船科技,-9.22,-16.83,1.82,-14.29,-13.94,-2.3,0.21,0.0,-208.68,-8.6,77.38,0.48,扣非亏损,扣非亏损,亏损,-0.52
600717.SH,天津港,13.05,14.9,0.68,4.11,3.97,4.52,2.14,0.0,-7.4,-4.64,24.73,0.48,-3.21,7.25,6.58,0.62
301533.SZ,威马农机,79.44,72.26,3.38,3.07,3.18,2.44,1.36,0.0,-40.29,7.26,17.85,0.48,9.95,47.01,49.96,0.5
000829.SZ,天音控股,-136.2,-93.36,3.56,-2.73,-1.93,1.45,0.08,0.0,-14.23,6.78,87.93,0.48,扣非亏损,扣非亏损,亏损,-0.52
003028.SZ,振邦智能,43.72,30.97,2.52,4.29,4.29,2.41,2.51,33.33,-41.2,3.7,35.84,0.48,8.36,7.22,10.19,0.62
002231.SZ,*ST奥维,-0.83,-1.02,2.54,-95.61,-106.79,-63.94,,0.0,-650.56,8.75,64.41,0.48,扣非亏损,扣非亏损,亏损,-0.52
600987.SH,航民股份,11.61,10.74,1.16,7.36,7.3,6.3,4.32,32.47,3.0,6.83,35.84,0.48,1.57,1.46,1.59,1.16
600686.SH,金龙汽车,37.45,183.61,3.78,2.57,7.59,1.15,0.57,18.75,159.25,14.35,85.2,0.47,12.8,71.43,4.93,0.49
001314.SZ,亿道信息,712.44,492.67,3.21,0.28,0.34,-0.68,0.17,0.0,-47.47,-0.68,46.64,0.47,-729.55,3516.55,4190.8,0.47
300057.SZ,万顺新材,-43.84,-19.7,0.98,-1.82,-1.68,-0.17,0.21,0.0,-95.85,7.29,50.95,0.47,扣非亏损,扣非亏损,亏损,-0.53
603113.SH,金能科技,-55.97,-27.71,0.73,-1.82,-0.91,-0.17,,783.33,-113.43,12.73,57.41,0.47,扣非亏损,扣非亏损,亏损,-0.53
000156.SZ,华数传媒,34.0,42.39,1.06,1.8,2.32,0.9,2.5,0.0,0.2,3.61,48.2,0.47,11.73,47.17,29.31,0.49
300994.SZ,久祺股份,22.12,23.73,3.18,10.46,10.53,6.12,,108.11,66.02,-4.18,45.78,0.47,-5.67,2.27,2.1,0.91
600352.SH,浙江龙盛,23.93,27.64,1.31,2.7,4.04,2.45,4.37,70.13,-19.6,1.1,51.18,0.46,25.14,10.25,5.92,0.56
600166.SH,福田汽车,15.37,69.65,1.48,5.13,7.5,1.89,,0.0,244.64,-3.24,72.46,0.46,-21.52,27.16,4.1,0.5
603004.SH,鼎龙科技,33.79,33.47,2.66,5.63,6.0,6.2,1.02,0.0,11.6,0.72,7.47,0.46,46.37,11.89,11.26,0.55
000725.SZ,京东方A,25.6,33.36,1.17,2.38,3.46,1.67,1.14,0.0,37.75,-2.6,52.43,0.46,-12.84,27.99,14.8,0.5
302132.SZ,中航成飞,70.24,95.79,10.19,18.81,11.08,4.23,0.02,0.0,2432.1,-2.6,81.14,0.46,-36.89,10.19,12.68,0.56
600808.SH,马钢股份,261.05,-18.1,1.21,0.29,0.35,1.05,,0.0,102.59,-10.24,60.56,0.46,扣非亏损,危险信号,1491.72,0.45
600780.SH,通宝能源,10.74,11.8,0.85,6.1,6.12,5.64,,0.0,28.91,13.12,26.43,0.46,0.9,3.87,3.51,0.72
002133.SZ,广宇集团,22.63,-3.68,0.97,3.14,3.21,2.49,,42.55,160.18,-4.86,58.93,0.46,扣非亏损,危险信号,7.05,-0.4
300873.SZ,海晨股份,20.32,23.93,1.76,5.85,6.61,4.48,2.37,0.0,3.37,4.83,32.46,0.46,4.96,8.18,6.15,0.58
301102.SZ,兆讯传媒,114.91,129.87,1.7,1.0,1.1,0.55,0.18,0.0,-44.02,2.99,26.14,0.46,43.42,258.72,208.94,0.46
600692.SH,亚通股份,-125.81,-105.49,2.95,-1.82,-1.75,-0.11,0.22,0.0,32.07,-21.34,75.36,0.46,扣非亏损,扣非亏损,亏损,-0.54
688657.SH,浩辰软件,68.8,63.12,2.71,2.55,2.95,2.02,1.77,0.0,20.73,7.13,6.31,0.46,8.86,49.59,46.64,0.48
603207.SH,小方制药,20.97,22.25,4.51,14.85,14.15,14.41,5.34,93.33,5.09,5.86,19.39,0.46,3.8,1.5,1.48,1.12
920158.BJ,长江能科,51.07,45.15,4.33,7.48,9.0,5.32,,0.0,2.34,21.23,27.37,0.46,2.13,12.07,11.35,0.54
600573.SH,惠泉啤酒,22.45,36.24,2.14,7.18,7.32,5.12,0.71,0.0,28.34,3.62,23.23,0.45,10.0,10.09,6.13,0.55
600859.SH,王府井,96.52,-458.67,0.81,0.15,0.63,1.47,0.52,0.0,-92.06,-3.04,49.37,0.45,扣非亏损,危险信号,306.42,0.45
000028.SZ,国药一致,11.36,30.2,0.79,5.11,5.29,2.93,1.25,0.0,-9.87,2.92,57.38,0.45,10.35,11.81,4.3,0.54
600617.SH,国新能源,-487.86,-11.29,1.77,-3.52,-0.77,2.02,,0.0,28.8,8.88,81.24,0.45,扣非亏损,扣非亏损,亏损,-0.55
603402.SH,陕西旅游,23.08,30.48,8.36,30.41,,25.58,,0.0,-26.1,116.44,29.38,0.45,0.26,2.0,,0.95
600930.SH,华电新能,24.28,28.82,2.26,6.48,7.82,2.98,,0.0,1.75,16.07,70.05,0.45,1.79,8.89,6.21,0.56
601598.SH,中国外运,11.14,14.99,1.0,5.25,6.56,4.73,5.42,53.56,-19.6,-5.21,48.02,0.45,-2.87,2.86,1.7,0.8
301039.SZ,中集车辆,21.28,20.55,1.21,4.13,4.31,3.36,6.19,0.0,-26.97,-8.22,34.9,0.45,-2.5,9.95,9.87,0.55
