证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占比,资产负债率,扣非PEG,扣非市赚率,市赚率
000816.SZ,智慧农业,97.72,-51.23,1.89,1.03,1.47,2.39,,0.0,20.2,6.55,304.75,-2.88,,29.99,扣非亏损,扣非转亏,132.96
600150.SH,中国船舶,54.26,77.89,3.32,4.03,4.63,0.75,0.68,0.0,9.41,4.2,560.73,11.21,0.27,69.88,6.95,38.67,23.44
688611.SH,杭州柯林,94.32,67.48,4.76,3.62,3.8,3.26,0.76,0.0,38.29,12.13,159.01,-4.37,,15.31,-15.45,37.32,49.64
002114.SZ,罗平锌电,-20.63,-29.89,2.02,1.9,-7.07,-1.81,,0.0,9.2,-7.32,115.32,-2.68,1.16,57.95,扣非亏损,扣非转亏,亏损
600523.SH,贵航股份,35.52,38.24,1.85,3.37,3.99,3.26,0.89,0.0,22.08,7.0,-9.27,1.81,0.01,21.42,21.11,22.71,17.81
301355.SZ,南王科技,46.3,59.21,1.53,1.99,2.49,1.56,2.31,0.0,15.49,3.51,-41.72,12.74,1.74,34.17,4.65,59.47,37.19
601608.SH,中信重工,55.72,59.38,2.35,2.68,3.44,1.7,0.74,0.0,21.26,4.78,35.32,14.89,7.11,51.5,3.99,44.35,32.39
301225.SZ,恒勃股份,26.89,27.98,2.18,5.63,6.08,5.4,1.12,0.0,30.53,14.09,7.62,11.07,,18.57,2.53,9.94,8.84
600149.SH,廊坊发展,21.0,-309.41,9.02,-1.8,38.38,14.38,,0.0,38.98,26.11,74.44,0.04,13.72,51.49,扣非亏损,扣非亏损,1.09
002337.SZ,赛象科技,45.89,61.94,2.22,3.37,3.68,2.47,0.58,0.0,29.4,7.54,-25.37,36.58,,32.86,1.69,36.79,24.94
000723.SZ,美锦能源,-26.04,-28.22,1.64,-4.61,-4.48,-1.49,,0.0,4.57,-5.5,-276.93,21.83,0.42,63.0,扣非亏损,扣非亏损,亏损
603977.SH,国泰集团,29.66,33.73,2.65,5.95,6.79,5.22,1.44,0.0,34.61,14.56,-8.65,13.2,16.34,32.28,2.55,11.34,8.74
603117.SH,万林物流,197.27,-24.6,5.64,1.23,1.8,2.27,,0.0,34.17,9.53,136.37,-18.54,,28.25,扣非亏损,扣非转亏,219.18
870866.BJ,绿亨科技,36.6,51.27,2.12,4.16,4.05,3.45,1.92,0.0,44.02,10.42,-14.83,8.94,6.2,17.37,5.74,24.64,18.08
600758.SH,辽宁能源,59.88,83.07,0.88,2.46,1.12,2.2,,229.77,21.21,1.53,302.58,4.49,0.04,59.13,18.5,33.82,53.47
832469.BJ,富恒新材,30.53,38.67,3.92,8.09,9.94,5.94,0.84,0.0,15.94,8.2,1.9,18.98,,55.94,2.04,9.56,6.14
600815.SH,厦工股份,469.42,-26.57,3.09,-2.33,0.5,2.72,,0.0,24.76,8.15,54.68,-24.29,,26.54,扣非亏损,扣非亏损,1877.7
600243.SH,青海华鼎,-85.94,-11.94,2.84,-2.78,-2.45,-1.93,,0.0,9.32,-9.9,39.39,-16.26,,24.79,扣非亏损,扣非亏损,亏损
600373.SH,中文传媒,18.63,17.2,0.98,3.79,3.97,3.08,5.92,0.0,40.71,11.07,-42.24,-0.78,15.52,41.98,-22.16,9.08,9.38
600186.SH,莲花控股,38.85,45.04,4.99,10.17,10.19,8.23,,0.0,23.48,8.65,77.0,9.03,,53.85,4.99,8.85,7.62
688132.SH,邦彦技术,-2304.53,-29.6,1.9,-0.85,-0.06,0.14,,0.0,61.28,-0.62,55.2,-6.82,,14.98,扣非亏损,扣非亏损,亏损
002207.SZ,准油股份,-77.96,-89.1,23.16,-21.96,-20.04,-3.08,,0.0,0.69,-6.67,9.0,12.93,,82.35,扣非亏损,扣非亏损,亏损
300375.SZ,鹏翎股份,39.18,69.67,1.8,3.28,3.47,1.82,0.63,0.0,20.31,4.6,115.59,5.45,14.73,29.95,12.79,42.44,22.58
000536.SZ,华映科技,-15.97,-13.18,11.46,-43.14,-42.35,-9.84,,0.0,-27.54,-64.52,22.02,-7.57,,75.08,扣非亏损,扣非亏损,亏损
603182.SH,嘉华股份,20.03,20.25,1.96,7.11,7.36,7.31,2.71,0.0,12.3,6.91,-11.14,21.06,,20.11,0.96,5.7,5.44
002500.SZ,山西证券,34.91,31.08,1.38,2.92,2.98,,1.67,0.0,,23.67,59.76,2.37,2.61,78.14,13.14,21.27,23.43
603393.SH,新天然气,11.69,11.22,1.76,11.57,11.61,8.38,2.94,0.0,43.11,30.59,31.23,19.12,,43.87,0.59,1.94,2.01
002219.SZ,新里程,153.49,227.15,4.67,2.12,2.34,2.58,,0.0,28.69,2.11,60.95,8.54,40.3,61.91,26.61,214.35,131.19
300854.SZ,中兰环保,78.9,302.47,1.43,0.62,1.37,0.48,0.63,0.0,23.7,2.49,-63.76,6.86,,38.49,44.1,969.44,115.18
300680.SZ,隆盛科技,31.48,35.64,3.5,8.43,8.49,5.3,1.07,0.0,18.61,9.52,78.46,47.82,8.47,50.51,0.75,8.45,7.42
605299.SH,舒华体育,48.06,31.62,2.62,2.67,4.06,3.41,3.03,0.0,31.78,5.62,-27.05,-1.0,,37.72,-31.72,23.65,23.67
600255.SH,鑫科材料,79.97,-12178.23,3.01,2.19,2.87,2.11,,0.0,8.06,1.87,168.01,14.6,,55.87,扣非亏损,扣非转亏,55.73
603567.SH,珍宝岛,21.56,29.53,1.47,4.65,5.13,4.23,1.64,0.0,53.1,19.56,665.94,-0.72,0.18,35.06,-40.77,12.69,8.41
000711.SZ,*ST京蓝,-60.25,-6.97,7.8,-10.34,-9.37,-6.41,,0.0,21.99,-97.38,89.88,-44.51,5.76,37.3,扣非亏损,扣非亏损,亏损
000998.SZ,隆平高科,-24.6,73.88,3.44,-17.23,-9.38,-2.04,0.35,0.0,28.24,-29.72,-113.21,11.4,52.14,69.3,6.48,扣非亏损,亏损
002045.SZ,国光电器,24.77,39.37,1.93,4.98,6.01,2.65,,0.0,13.79,4.29,25.98,12.22,,57.81,3.22,15.82,8.24
688026.SH,洁特生物,32.28,32.9,2.08,3.79,4.32,4.76,0.42,0.0,39.78,12.88,330.98,5.67,,28.3,5.81,17.36,14.94
301237.SZ,和顺科技,-68.4,-55.98,1.48,-2.15,-1.58,-1.81,0.33,0.0,8.23,-6.22,-410.78,10.7,,10.82,扣非亏损,扣非亏损,亏损
601778.SH,晶科科技,38.5,61.61,0.74,1.83,1.41,2.3,0.31,0.0,40.07,5.82,-19.27,8.0,,63.41,7.7,67.5,54.61
600081.SH,东风科技,85.47,89.35,1.53,0.33,1.33,1.68,0.65,0.0,11.94,3.08,-69.71,-2.97,0.03,43.94,-30.1,536.64,128.48
301063.SZ,海锅股份,60.4,145.49,1.21,1.14,1.48,0.99,0.66,0.0,9.21,2.28,-65.39,8.39,,34.98,17.34,255.4,81.63
300112.SZ,万讯自控,126.66,-244.65,2.47,0.71,1.34,1.57,1.74,0.0,46.66,2.54,-61.97,15.98,9.22,30.86,扣非亏损,扣非转亏,189.04
300972.SZ,万辰集团,122.09,246.58,14.95,9.8,9.99,11.62,,0.0,10.42,1.67,221.48,537.65,,81.54,0.46,50.31,24.44
838701.BJ,豪声电子,18.72,494.99,4.95,1.66,20.58,16.03,2.92,0.0,12.17,26.96,-20.38,1.96,,27.95,252.5,596.87,1.82
002617.SZ,露笑科技,46.71,108.63,2.4,3.34,3.92,3.48,,0.0,21.62,7.51,14.7,0.57,0.09,41.99,191.77,65.11,23.83
600653.SH,申华控股,-62.56,-18.94,6.45,-11.37,-7.44,0.08,,0.0,6.33,-1.77,-3.61,-8.96,2.08,72.02,扣非亏损,扣非亏损,亏损
002787.SZ,华源控股,47.25,89.48,2.26,3.37,3.65,3.16,,0.0,14.02,3.09,206.15,11.56,,42.6,7.74,53.05,25.89
300399.SZ,天利科技,-449.43,-307.48,9.25,-2.77,-1.49,-1.97,0.29,0.0,3.21,-2.13,-25.76,-2.75,,8.43,扣非亏损,扣非亏损,亏损
600827.SH,百联股份,8.57,247.18,0.96,0.85,8.72,4.0,1.26,0.0,25.38,6.86,-45.25,-4.65,0.74,62.35,-53.11,581.81,1.97
600361.SH,创新新材,17.07,18.02,1.7,7.36,7.64,5.81,1.4,0.0,3.64,1.32,18.16,3.07,,56.14,5.87,4.89,4.47
603105.SH,芯能科技,19.7,23.05,2.4,8.37,8.76,6.66,1.3,0.0,61.33,32.87,-0.72,18.63,,49.84,1.24,5.51,4.5
301517.SZ,陕西华达,158.87,186.15,5.36,2.42,2.55,1.86,0.23,0.0,38.62,6.86,-42.82,6.16,,37.0,30.24,154.13,124.6
600722.SH,金牛化工,61.42,91.32,2.7,2.81,3.35,5.09,,0.0,26.27,20.06,25.94,11.4,,9.2,8.01,64.91,36.67
603381.SH,永臻股份,24.1,,1.57,4.32,6.58,2.38,,0.0,5.2,3.11,-46.93,4.05,,65.56,,,7.32
300387.SZ,富邦股份,19.71,23.96,1.73,6.46,6.73,6.34,0.72,0.0,29.6,10.08,51.37,17.88,33.79,25.67,1.34,7.41,5.86
000605.SZ,渤海股份,185.7,1343.48,1.41,0.11,0.57,1.49,0.31,0.0,25.09,1.5,38.22,-0.67,5.62,66.48,-2014.22,23778.44,651.59
000893.SZ,亚钾国际,29.54,26.05,1.75,4.5,4.53,3.5,,0.0,49.12,19.94,-48.79,151.6,,25.14,0.17,11.58,13.04
603859.SH,能科科技,47.59,46.84,2.65,4.05,4.12,4.69,0.27,0.0,48.61,16.37,-30.49,14.09,3.45,30.68,3.32,23.14,23.1
600933.SH,爱柯迪,15.9,16.25,1.98,9.46,9.81,6.76,1.32,0.0,29.05,15.49,15.6,32.16,1.64,41.49,0.51,3.44,3.24
688201.SH,信安世纪,-54.49,-123.63,2.74,-3.8,-3.63,-3.88,0.15,0.0,71.34,-14.93,-303.37,11.64,20.64,11.02,扣非亏损,扣非亏损,亏损
301331.SZ,恩威医药,98.08,87.14,2.82,1.92,2.08,1.78,1.93,0.0,50.95,3.93,-66.48,7.49,9.84,28.18,11.64,90.59,94.31
000617.SZ,中油资本,18.56,29.22,1.05,3.94,4.29,1.03,2.17,0.0,23.97,1470.7,-22.18,-1.86,0.01,83.18,-15.72,14.84,8.65
002313.SZ,日海智能,-31.96,-12.44,27.59,-44.3,-49.4,0.0,,0.0,18.23,-3.44,62.96,-8.29,191.14,96.74,扣非亏损,扣非亏损,亏损
300959.SZ,线上线下,159.51,-900.52,2.3,0.21,1.06,0.62,0.75,0.0,5.52,1.42,-89.25,17.17,2.4,17.25,扣非亏损,扣非转亏,300.97
837092.BJ,汉鑫科技,485.06,470.99,7.37,0.01,1.13,0.85,0.43,0.0,34.49,2.96,-99.89,34.21,,39.68,13.77,154422.55,858.51
600641.SH,万业企业,-414.46,906.36,2.1,0.06,-0.38,-1.47,0.29,0.0,59.3,-36.25,-92.18,3.12,2.41,14.58,290.84,30723.98,亏损
002605.SZ,姚记科技,20.72,29.13,3.53,12.29,12.53,11.43,4.05,0.0,37.85,15.89,-22.42,20.48,32.67,30.39,1.42,4.74,3.31
601965.SH,中国汽研,20.64,22.31,2.69,9.05,10.03,9.11,1.5,0.0,42.21,23.5,13.6,6.59,,24.18,3.39,4.93,4.12
603580.SH,艾艾精工,369.06,913.73,6.62,0.99,1.33,0.98,0.55,0.0,35.13,3.62,51.95,-4.15,,14.82,-220.1,1838.5,554.98
002799.SZ,环球印务,78.48,-11.9,2.1,1.9,2.0,1.83,0.3,0.0,13.65,2.06,-37.72,13.51,5.24,32.03,扣非亏损,扣非转亏,78.48
002512.SZ,达华智能,1534.55,-72.88,13.53,-4.27,0.67,-0.67,,0.0,10.57,-2.45,46.76,-1.14,48.72,81.61,扣非亏损,扣非亏损,4580.73
688213.SH,思特威,83.52,83.26,7.53,7.84,6.92,5.11,0.3,0.0,21.96,6.49,608.89,27.83,,49.05,2.99,21.25,24.14
600267.SH,海正药业,15.52,-147.99,1.29,4.23,6.4,4.17,,0.0,41.18,6.48,8.8,-2.59,,47.74,扣非亏损,扣非转亏,4.85
300586.SZ,美联新材,119.03,130.04,3.02,2.05,1.9,1.42,0.62,0.0,13.9,3.69,-58.77,9.83,3.67,33.38,13.22,126.95,125.29
688699.SH,明微电子,612.66,-200.32,3.67,-1.14,0.43,0.31,,0.0,26.33,1.25,85.63,29.07,,16.8,扣非亏损,扣非亏损,2849.6
605567.SH,春雪食品,569.93,-32.61,1.69,-0.09,0.22,0.59,,0.0,7.15,0.13,-108.89,14.64,,54.65,扣非亏损,扣非亏损,5181.15
601012.SH,隆基绿能,-17.56,-21.25,2.45,-9.73,-9.72,-5.11,0.74,0.0,7.98,-11.16,-156.35,36.23,0.26,59.2,扣非亏损,扣非亏损,亏损
000045.SZ,深纺织A,55.66,74.98,2.0,2.41,2.72,2.92,0.55,0.0,16.32,4.84,29.0,13.03,,23.99,5.76,62.12,40.93
002033.SZ,丽江股份,19.63,23.74,2.01,7.68,7.39,8.75,4.33,0.0,60.76,34.16,-10.78,41.28,0.99,12.26,0.58,6.19,5.31
603000.SH,人民网,386.14,105.59,8.04,1.52,1.52,1.24,0.6,0.0,45.32,5.16,0.96,0.49,,24.62,213.44,138.76,508.08
300100.SZ,双林股份,19.34,38.68,3.8,10.23,10.64,7.14,0.96,0.0,20.4,11.34,153.35,5.17,,54.45,7.49,7.56,3.64
301051.SZ,信濠光电,-18.1,-22.13,2.02,-9.12,-8.05,-5.29,0.31,0.0,11.06,-18.63,-13277.26,11.53,2.62,46.19,扣非亏损,扣非亏损,亏损
600162.SH,香江控股,74.37,-52.32,1.14,0.47,1.12,1.31,9.2,0.0,24.46,-1.62,-40.55,-8.29,,66.73,扣非亏损,扣非转亏,132.8
603860.SH,中公高科,298.27,52.16,2.92,0.51,0.73,0.5,0.5,0.0,55.33,4.92,-59.8,13.2,,11.4,3.95,204.85,817.18
688306.SH,均普智能,-121.65,-39.48,4.57,-3.86,-2.73,-0.11,,0.0,19.0,-3.26,22.9,8.38,39.21,66.04,扣非亏损,扣非亏损,亏损
600734.SH,实达集团,160.93,-368.76,18.28,-10.2,8.9,3.92,,0.0,45.83,57.56,-590.07,-21.2,,56.19,扣非亏损,扣非亏损,36.16
688119.SH,中钢洛耐,-626.0,-65.95,1.64,-1.51,-0.19,0.16,0.66,0.0,16.09,-0.08,-220.17,8.75,,40.99,扣非亏损,扣非亏损,亏损
300006.SZ,莱美药业,-157.99,-63.42,2.71,-2.69,-1.28,-0.83,,0.0,63.4,-2.56,-99.94,-16.39,2.13,30.6,扣非亏损,扣非亏损,亏损
603486.SH,科沃斯,36.38,60.57,4.31,7.85,9.07,4.85,0.72,0.0,48.39,6.01,1.69,33.06,,47.53,1.83,15.43,8.02
002893.SZ,京能热力,52.84,48.16,2.59,3.7,3.71,2.74,0.74,0.0,18.49,6.42,25.85,4.48,3.14,42.98,10.74,26.04,28.48
301529.SZ,福赛科技,45.1,49.82,2.52,3.44,4.15,4.75,0.75,0.0,24.13,5.32,-22.35,26.37,,35.52,1.89,28.94,21.73
600547.SH,山东黄金,40.07,36.46,4.55,6.2,7.42,4.04,0.61,25.87,14.88,4.94,63.57,6.46,23.68,65.1,5.65,5.88,5.4
300679.SZ,电连技术,34.06,37.48,4.38,9.66,8.64,7.58,0.86,0.0,33.76,14.24,87.83,7.35,2.77,26.66,5.1,7.76,7.89
605287.SH,德才股份,17.85,26.1,0.98,3.88,4.16,1.59,0.71,0.0,14.47,2.87,-50.36,9.62,0.13,82.61,2.71,13.47,8.58
603299.SH,苏盐井神,10.02,11.3,1.48,10.83,10.91,7.8,4.99,0.0,36.92,16.35,23.05,13.83,,38.27,0.82,2.09,1.84
603076.SH,乐惠国际,54.86,-859.97,2.23,1.08,3.06,1.71,0.56,0.0,27.59,4.15,-67.01,25.0,0.49,61.71,扣非亏损,扣非转亏,35.85
872351.BJ,华光源海,123.56,108.72,2.35,1.12,1.42,2.24,1.09,0.0,6.28,0.54,-78.29,43.16,2.94,52.82,2.52,194.4,174.03
600360.SH,ST华微,40.22,54.42,1.63,2.46,3.07,2.81,0.16,0.0,25.58,6.84,411.35,2.05,,49.13,26.54,44.29,26.2
301182.SZ,凯旺科技,-73.8,-49.55,4.57,-6.16,-4.56,-3.39,,0.0,1.37,-7.06,-42.22,10.3,0.94,53.0,扣非亏损,扣非亏损,亏损
603993.SH,洛阳钼业,15.04,12.35,2.63,13.83,13.48,10.88,2.97,0.0,17.63,6.15,530.97,20.35,0.55,57.06,0.61,1.79,2.23
603191.SH,望变电气,61.04,102.47,1.82,1.32,2.22,1.28,0.97,0.0,12.1,2.63,-85.22,29.11,1.78,60.37,3.52,155.43,54.99
688328.SH,深科达,-39.87,-18.74,2.0,-4.58,-4.12,-2.08,0.22,0.0,33.67,-7.79,37.16,0.01,1.22,38.51,扣非亏损,扣非亏损,亏损
300097.SZ,智云股份,134.01,-84.72,3.57,1.93,2.02,1.86,,0.0,41.21,3.57,176.25,-18.25,8.43,37.25,扣非亏损,扣非转亏,132.69
300405.SZ,科隆股份,-55.72,-12.18,3.14,-7.96,-4.05,0.27,,0.0,7.69,-4.29,-27.2,-13.19,,56.84,扣非亏损,扣非亏损,亏损
000818.SZ,航锦科技,251.15,237.73,4.05,0.97,1.11,2.44,0.16,0.0,16.62,3.16,-57.91,3.73,23.98,60.59,63.71,488.5,452.52
688569.SH,铁科轨道,28.11,40.18,1.84,4.9,4.92,4.8,1.63,0.0,38.58,17.5,-54.39,10.42,,14.44,3.86,16.41,11.43
002565.SZ,顺灏股份,52.99,67.63,2.06,2.99,2.94,3.35,0.77,0.0,25.06,6.9,237.25,-3.66,2.33,24.27,-18.45,45.29,36.05
688443.SH,智翔金泰,-15.22,-14.06,4.71,-21.42,-21.43,-17.18,,0.0,80.62,-4374.99,4.27,1186.37,,28.26,扣非亏损,扣非亏损,亏损
688202.SH,美迪西,-32.44,-18.59,2.37,-5.83,-5.3,-5.29,,0.0,7.27,-16.05,-241.94,33.24,,20.23,扣非亏损,扣非亏损,亏损
600118.SH,中国卫星,-1853.08,-885.93,5.8,-0.38,-0.23,-0.32,0.15,0.0,18.67,-0.45,-114.85,-0.17,,40.05,扣非亏损,扣非亏损,亏损
600359.SH,新农开发,47.73,137.11,3.87,6.16,6.1,3.8,,0.0,27.97,10.84,926.99,0.8,,47.45,171.62,44.52,15.65
430476.BJ,海能技术,-162.46,96.9,2.13,-3.03,-0.96,-1.55,1.33,0.0,63.39,-6.37,-226.23,17.55,17.98,13.36,5.52,扣非亏损,亏损
301067.SZ,显盈科技,354.16,490.98,3.15,0.08,0.66,0.42,0.15,0.0,21.03,0.41,-94.73,9.08,4.73,34.37,54.07,12078.25,1073.2
301296.SZ,新巨丰,23.36,23.17,1.54,4.7,5.5,4.9,0.52,0.0,23.16,9.99,3.37,19.98,,26.1,1.16,9.85,8.49
300899.SZ,上海凯鑫,158.66,124.67,2.33,0.72,1.09,0.86,1.32,0.0,31.63,9.06,70.42,-10.36,,13.63,-12.03,344.53,291.12
002438.SZ,江苏神通,23.64,26.45,2.1,6.15,6.77,4.58,1.34,0.0,32.18,13.92,15.53,10.64,6.77,40.8,2.49,8.61,6.98
688455.SH,科捷智能,-27.27,-21.0,1.93,-6.06,-4.94,-3.03,,0.0,15.94,-8.55,1.15,14.88,,60.9,扣非亏损,扣非亏损,亏损
301502.SZ,华阳智能,74.31,70.44,3.05,3.44,3.4,3.08,,0.0,19.12,6.77,-51.57,2.7,,21.49,26.08,40.94,43.71
000933.SZ,神火股份,8.95,8.15,1.95,16.46,17.14,9.48,4.76,0.0,24.54,14.42,-15.68,31.69,0.05,53.38,0.26,0.99,1.04
603637.SH,镇海股份,23.8,20.99,1.81,4.35,5.78,3.31,1.44,0.0,19.81,17.15,-1.92,-15.17,,28.12,-1.38,9.65,8.24
001239.SZ,永达股份,69.16,62.92,3.28,3.29,3.62,3.02,,0.0,20.36,10.56,-24.49,-9.19,,41.19,-6.85,38.26,38.21
002451.SZ,摩恩电气,207.44,1881.19,4.29,0.34,1.55,1.53,0.14,0.0,9.02,1.2,-38.79,48.94,,50.99,38.44,11167.66,267.67
688570.SH,天玛智控,24.04,24.81,2.1,5.97,6.64,5.48,1.47,0.0,47.68,23.07,-18.46,24.13,,22.28,1.03,8.31,7.24
002209.SZ,达意隆,33.53,45.19,2.72,7.01,6.32,1.69,0.22,0.0,28.34,4.37,46.63,11.41,0.12,71.91,3.96,12.9,10.61
000016.SZ,深康佳A,-6.61,-4.35,3.5,-35.46,-33.23,-4.07,,0.0,6.27,-22.97,-24.65,-27.3,0.52,86.95,扣非亏损,扣非亏损,亏损
603408.SH,建霖家居,11.12,12.01,1.78,11.5,12.38,9.36,3.43,0.0,26.29,10.49,37.84,5.08,0.02,32.11,2.37,2.09,1.8
688316.SH,青云科技,-25.35,-18.44,17.78,-46.28,-42.03,-9.74,,0.0,32.2,-30.77,45.75,-6.36,,79.74,扣非亏损,扣非亏损,亏损
688582.SH,芯动联科,114.67,112.25,9.52,5.73,6.43,5.79,0.49,0.0,83.97,50.87,57.34,43.11,,2.79,2.6,39.15,35.67
000831.SZ,中国稀土,-137.23,-410.51,8.12,-4.54,-4.31,-4.87,0.29,0.0,11.14,-10.12,-231.77,33.81,,9.02,扣非亏损,扣非亏损,亏损
001366.SZ,播恩集团,-98.93,-240.3,2.32,-1.97,-1.72,-1.62,0.73,0.0,14.04,-2.0,-166.88,-0.74,,19.95,扣非亏损,扣非亏损,亏损
002577.SZ,雷柏科技,103.54,258.21,3.99,1.97,2.9,2.76,,0.0,30.97,10.4,3.87,-2.43,,11.06,-106.09,262.39,71.41
300519.SZ,新光药业,49.71,63.63,3.06,4.16,4.53,4.2,2.41,0.0,35.08,17.47,-37.55,-0.06,,8.35,-1071.89,30.61,21.95
831370.BJ,新安洁,-33.24,-34.16,2.4,-4.27,-5.27,-4.17,,0.0,12.08,-10.85,-66.27,-5.92,2.57,20.27,扣非亏损,扣非亏损,亏损
831906.BJ,舜宇精工,694.74,187.63,2.44,-0.77,0.26,0.48,0.43,0.0,17.85,0.54,-122.09,18.76,,59.54,10.0,转盈,5344.13
000957.SZ,中通客车,26.16,34.24,2.35,6.19,6.93,2.3,0.38,0.0,16.74,4.61,238.19,-0.16,,65.07,-218.61,11.06,7.55
600257.SH,大湖股份,-95.36,-73.97,3.19,-2.4,-2.48,1.93,,0.0,22.74,-0.98,-361.97,10.57,15.35,47.89,扣非亏损,扣非亏损,亏损
000004.SZ,国华网安,-54.54,-19.21,16.31,-18.68,-20.17,-10.34,,0.0,72.96,-49.25,7.4,-24.43,,59.25,扣非亏损,扣非亏损,亏损
600908.SH,无锡银行,5.38,5.97,0.61,7.85,8.68,,3.96,0.0,,48.82,6.11,5.31,,91.0,1.12,1.52,1.24
603088.SH,宁波精达,23.1,24.26,5.01,15.5,16.26,9.45,3.36,0.0,43.33,20.85,3.4,18.77,,45.08,1.29,3.13,2.84
603613.SH,国联股份,12.71,13.33,2.54,14.4,15.89,11.47,0.97,0.0,4.34,2.88,7.84,52.62,,46.82,0.25,1.85,1.6
600221.SH,海航控股,29.09,61.46,19.34,56.13,62.45,3.36,,0.0,10.62,4.18,1915.03,46.46,21.57,97.28,1.32,2.19,0.93
600818.SH,中路股份,1206.8,347.19,7.56,0.97,0.47,0.25,,0.0,15.49,-0.25,-49.31,10.57,,33.22,32.85,713.14,5135.32
600588.SH,用友网络,-23.72,-31.68,5.27,-15.72,-15.78,-5.71,,0.0,48.83,-25.8,-30.71,4.73,16.3,56.21,扣非亏损,扣非亏损,亏损
000921.SZ,海信家电,11.64,16.79,2.93,16.14,19.56,7.1,4.97,0.0,21.12,5.9,10.99,21.6,1.24,73.28,0.78,2.08,1.19
601101.SH,昊华能源,8.53,11.02,1.06,9.5,9.64,7.28,5.54,0.0,48.01,23.96,13.55,31.22,,48.76,0.35,2.32,1.77
300785.SZ,值得买,1114.47,85.83,3.09,0.33,0.21,0.22,0.64,0.0,46.16,0.65,84.61,19.99,1.51,19.15,4.29,513.05,10614.04
605028.SH,世茂能源,20.02,21.42,2.5,8.48,9.51,9.32,3.16,0.0,60.89,46.42,-17.73,8.58,,12.01,2.5,5.05,4.21
301055.SZ,张小泉,110.33,87.08,4.04,2.5,2.75,2.99,1.04,0.0,36.62,3.35,117.91,13.25,1.11,30.08,6.57,69.62,80.24
301080.SZ,百普赛斯,49.21,55.03,2.13,3.24,3.23,1.49,1.53,0.0,91.33,17.05,-32.85,31.37,,8.4,1.75,34.0,30.47
002679.SZ,福建金森,-60.93,351.82,3.1,-3.82,-3.73,0.4,0.21,0.0,57.08,-28.99,-2.45,1.59,,62.54,221.4,扣非亏损,亏损
001227.SZ,兰州银行,7.43,8.34,0.5,4.14,4.61,,3.85,0.0,,25.33,-1.37,3.32,,92.78,2.51,4.03,3.22
603776.SH,永安行,-91.43,-19.1,1.28,-1.77,-0.95,0.07,2.13,0.0,14.82,-7.31,-92.41,-13.97,4.13,31.49,扣非亏损,扣非亏损,亏损
002312.SZ,川发龙蟒,56.86,60.75,3.43,4.62,4.56,3.13,1.26,0.0,15.78,7.03,42.32,18.67,13.15,49.13,3.25,26.28,24.94
300429.SZ,强力新材,-253.25,-101.95,5.37,-2.86,-1.4,0.34,,0.0,21.2,-3.42,-52.24,3.01,7.96,50.2,扣非亏损,扣非亏损,亏损
002348.SZ,高乐股份,-76.14,-49.75,7.25,-6.53,-6.9,-3.44,,0.0,22.26,-16.71,-25.16,-19.09,,37.67,扣非亏损,扣非亏损,亏损
300887.SZ,谱尼测试,-15.24,-18.58,1.49,-7.41,-7.03,-5.66,0.51,0.0,28.24,-20.68,-362.9,31.26,2.47,18.99,扣非亏损,扣非亏损,亏损
603878.SH,武进不锈,14.21,14.41,1.22,5.82,6.2,4.88,7.02,0.0,16.3,8.16,-38.66,13.83,,32.69,1.04,4.95,4.58
002210.SZ,飞马国际,149.26,2471.04,21.11,0.55,11.2,4.6,,0.0,24.17,15.49,-84.54,13.89,127.24,76.62,177.92,9051.44,26.65
300199.SZ,翰宇药业,-245.71,-25.43,16.13,-12.77,-4.75,1.86,,0.0,59.57,-9.55,60.36,-13.69,,76.57,扣非亏损,扣非亏损,亏损
300989.SZ,蕾奥规划,-82.59,-166.87,2.93,-3.5,-2.6,-1.25,0.26,0.0,44.17,-11.64,-385.45,0.01,,17.49,扣非亏损,扣非亏损,亏损
603511.SH,爱慕股份,25.77,28.08,1.11,2.32,3.12,2.95,4.84,0.0,65.97,6.15,-46.8,0.77,,14.6,36.41,24.17,16.52
300520.SZ,科大国创,-115.42,-13.78,3.98,-3.89,-2.55,-1.85,,0.0,38.82,-6.98,-569.61,19.36,5.4,56.83,扣非亏损,扣非亏损,亏损
600486.SH,扬农化工,17.38,19.99,2.29,9.84,10.21,7.01,1.39,0.0,24.02,12.8,-24.31,8.85,0.15,39.32,2.26,4.06,3.4
002541.SZ,鸿路钢构,13.58,22.33,1.29,3.82,7.02,4.0,2.39,0.0,10.18,4.13,-48.98,21.8,,62.82,1.02,11.7,3.87
603052.SH,可川科技,83.11,100.95,5.73,4.16,5.02,3.47,1.15,0.0,19.95,9.69,-25.31,11.53,,29.28,8.75,48.55,33.11
002896.SZ,中大力德,66.87,89.78,4.38,4.04,5.01,3.99,0.22,0.0,24.86,7.66,0.2,13.49,,27.38,6.65,44.4,26.69
300061.SZ,旗天科技,-425.86,-23.46,15.22,-2.99,-2.64,-0.07,,0.0,30.81,-3.74,32.67,-10.44,23.01,51.16,扣非亏损,扣非亏损,亏损
301526.SZ,国际复材,-75.34,-163.5,1.93,-2.59,-1.87,0.47,0.54,0.0,14.74,-2.93,-174.74,-7.12,0.54,57.49,扣非亏损,扣非亏损,亏损
