证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
TGS,Transportadora de Gas del Sur S,21.86,21.86,14.52,1.26,4.53,0.04,0.18,,,,,,,,,综合性石油与天然气企业,石油,能源,主板,0.04140937593890134
LASR,恩耐激光,6.11,6.11,12.91,1.25,3.22,0.03,0.42,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Market,0.02658753069822183
ALHC,Alignment Healthcare,9.17,9.17,4.85,1.25,4.18,0.04,0.46,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.04598176577952594
CVLT,康沃系统,43.77,43.77,100.24,1.25,1.71,0.25,0.57,,,,,,,,华为海外供应商,应用软件,软件,科技,Nasdaq Global Select Market,0.05300232982545594
MNRO,Monro,9.19,9.19,30.72,1.25,1.78,0.1,1.05,,,,,,,,,汽车零售,零售业,可选消费,Nasdaq Global Select Market,0.032603612369425175
SMLP,Summit Midstream Partners LP,2.02,2.02,19.43,1.25,3.44,0.01,0.33,,,,,,,,,石油与天然气的储存和运输,石油,能源,主板,0.013718025939843184
LOMA,Loma Negra Compania Industrial ,8.51,8.51,7.29,1.25,3.19,0.04,0.47,,,,,,,,,建筑材料,建筑材料,原材料,主板,0.031844187976476014
FMC,FMC,81.02,81.02,64.91,1.25,1.64,1.23,1.52,,,,,,,,"农业现代化,锂电池",化肥与农用药剂,化学制品,原材料,主板,0.21706738428901237
CMRE,Costamare,13.38,13.38,11.36,1.25,1.34,0.04,0.27,,,,,,,,,海运,运输,工业,主板,0.007586248015592902
JJSF,JJSF食品,27.7,27.7,142.91,1.25,1.35,0.1,0.37,,,,,,,,,包装食品与肉类,食品饮料,日常消费品,Nasdaq Global Select Market,0.016146352841856823
FTI,TechnipFMC,110.11,110.11,25.19,1.25,2.13,0.85,0.77,,,,,,,,油气装备,石油天然气设备与服务,油服工程,能源,主板,0.21190758096162263
AMRC,阿梅雷斯克,10.64,10.64,20.36,1.24,6.46,0.08,0.71,,,,,,,,,工业机械,资本品,工业,主板,0.16198982759797134
PSNY,极星汽车,34.8,34.8,1.63,1.24,3.73,0.02,0.05,,,,,,,,,汽车制造商,汽车,可选消费,Nasdaq Global Market,0.014173359646245654
VMI,维蒙特工业,44.43,44.43,219.75,1.24,1.27,0.25,0.56,,,,,,,,,建筑与工程,资本品,工业,主板,0.03314182430095315
SSB,South State,63.54,63.54,83.33,1.24,1.73,0.36,0.57,,,,,,,,,其它综合性金融服务,综合金融,金融,主板,0.07220535977038929
NWG,NatWest Group,285.8,285.8,6.54,1.24,0.93,0.13,0.05,,高分红,,,,,,,综合性银行,银行,金融,主板,0.011998693183162015
GHC,格雷厄姆控股,33.37,33.37,747.76,1.23,1.8,0.11,0.33,,,,,,,,教育服务,教育服务,社会服务,可选消费,主板,0.026708706382994954
WT,WisdomTree,13.7,13.7,9.02,1.23,2.02,0.14,0.99,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.04987529951378828
MPWR,Monolithic Power Systems,328.58,328.58,675.24,1.23,2.98,4.31,1.31,,,,,,,,半导体,半导体产品,半导体,科技,Nasdaq Global Select Market,1.4865525364866463
ICUI,ICU医疗,23.79,23.79,98.52,1.23,4.05,0.31,1.32,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.26862527343663173
RPM,RPM International,153.63,153.63,119.21,1.23,1.27,0.46,0.3,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.04861663764852271
REPX,Riley Exploration Permian,6.38,6.38,31.25,1.23,3.56,0.02,0.26,,,,,,,,,综合性石油与天然气企业,石油,能源,主板,0.020236240956521358
EQR,公平住屋,240.83,240.83,63.45,1.23,1.75,1.59,0.66,,,,,,,,现代服务业,住宅REIT,股权房地产投资信托 (REITs),房地产,主板,0.2585206561622151
EXP,Eagle Materials,91.2,91.2,264.73,1.23,1.52,0.66,0.72,,,,,,,,,建筑材料,建筑材料,原材料,主板,0.10128730013764979
TROO,盟军集团,1.68,1.68,1.65,1.23,15.34,0.03,2.01,,,中概股,回港中概股,,,,,消费电子产品,耐用商品,可选消费,Nasdaq Capital Market,0.3330364893645416
KNF,Knife River Holding Co,44.45,44.45,78.57,1.22,1.58,0.23,0.51,,,,,,,,,建筑材料,建筑材料,原材料,主板,0.04300079099544331
LKQ,LKQ,141.14,141.14,52.94,1.22,1.7,0.43,0.31,,,,,,,,,经销商,经销商,可选消费,Nasdaq Global Select Market,0.07282074057148506
BBIO,BridgeBio Pharma,53.45,53.45,28.98,1.22,3.98,0.43,0.8,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.30624944603823834
CWST,Casella Waste Systems,57.24,57.24,98.69,1.22,2.48,0.23,0.4,,,,,,,,"固废处理,废物管理",环境与设施服务,商业服务,工业,Nasdaq Global Select Market,0.08121382917258832
SON,Sonoco Products Co,56.1,56.1,57.27,1.22,1.25,0.27,0.48,,,,,,,,,纸材料包装,容器与包装,原材料,主板,0.03331741678127722
KYMR,Kymera Therapeutics,24.95,24.95,40.82,1.21,3.64,0.27,1.05,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.19872500731210382
RC,Ready Capital,15.84,15.84,9.18,1.21,2.21,0.1,0.66,,,,,,,,,房地产服务,房地产管理和开发,房地产,主板,0.03935981475690081
AZEK,The AZEK Co,73.06,73.06,50.1,1.21,1.68,0.81,1.1,,,,,,,,,建筑产品,资本品,工业,主板,0.15123896677691248
AYI,Acuity Brands,82.97,82.97,269.25,1.21,1.35,0.69,0.83,,,,,,,,,家用电器,耐用商品,可选消费,主板,0.0893849184611426
BKU,BankUnited,20.53,20.53,27.6,1.21,4.33,0.22,1.08,,,,,,,,,区域性银行,银行,金融,主板,0.21684558256523379
CHRS,Coherus BioSciences,2.83,2.83,2.51,1.21,6.85,0.08,2.9,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.2587417366588153
TRNO,Terreno Realty,56.7,56.7,64.43,1.21,1.89,0.35,0.61,,,,,,,,,工业REIT,股权房地产投资信托 (REITs),房地产,主板,0.08219439348479138
PRAA,PRA Group,9.87,9.87,25.14,1.21,2.86,0.05,0.53,,,,,,,,,消费信贷,综合金融,金融,Nasdaq Global Select Market,0.03259947250847283
HTGC,海格投资,29.36,29.36,18.54,1.2,1.31,0.17,0.59,,,,,,,,,投资银行业与经纪业,综合金融,金融,主板,0.025837619156835002
VTGN,VistaGen Therapeutics,1.14,1.14,4.22,1.2,3.6,0.01,0.56,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.017510809957666972
NXT,Nextracker,84.31,84.31,58.27,1.2,2.47,1.93,2.28,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Select Market,0.6299268953683568
EGP,EastGroup Properties,87.12,87.12,181.66,1.2,1.2,0.31,0.36,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,主板,0.03299882893079046
NVT,nVent Electric,121.57,121.57,73.65,1.2,1.57,1.01,0.83,,,,,,,,,电气部件与设备,资本品,工业,主板,0.15503855585048057
ACLS,Axcelis Technologies,37.33,37.33,114.42,1.19,3.7,0.61,1.63,,,,,,,,,材料与设备,半导体,科技,Nasdaq Global Select Market,0.42103555539043525
HMST,HomeStreet,2.88,2.88,15.27,1.19,4.17,0.02,0.57,,,,,,,,,商业与住宅抵押贷款金融,综合金融,金融,Nasdaq Global Select Market,0.03228502193765837
BIIB,生化基因,320.88,320.88,220.75,1.19,1.74,2.2,0.69,明星股,,,,,,,"抗癌医药,生物医药,阿尔茨海默病,医疗保健",生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.3395902739241926
EZFL,EzFill,0.08,0.08,1.7,1.19,20.24,0.01,6.43,,,,,,,,,汽车零售,零售业,可选消费,Nasdaq Capital Market,0.2919808033473035
ARKO,ARKO,7.14,7.14,5.95,1.19,3.06,0.02,0.33,,,,,,,,,专卖店,零售业,可选消费,Nasdaq Capital Market,0.015739397474988915
VSTM,Verastem,3.02,3.02,11.93,1.19,9.33,0.04,1.27,,,,,,,,干细胞,制药,制药,医疗保健,Nasdaq Capital Market,0.19215812337237653
KREF,KKR Real Estate Finance Trust I,7.1,7.1,10.24,1.19,1.38,0.04,0.56,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.009422765847200336
BTBT,比特数字,3.02,3.02,2.56,1.19,6.72,0.21,6.94,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.6482934384320701
LSTR,莱帝运输,66.79,66.79,187.01,1.18,1.66,0.32,0.48,,,,,,,,物流,地面货运,运输,工业,Nasdaq Global Select Market,0.059645829658094174
YORW,约克自来水,5.15,5.15,35.9,1.18,1.66,0.04,0.71,,,,,,,,水利,水公用事业,水,公用事业,Nasdaq Global Select Market,0.013808924005858526
FHN,第一地平线银行,85.46,85.46,15.4,1.18,1.31,0.68,0.8,,,,,,,,,区域性银行,银行,金融,主板,0.0835394223873217
CLDT,Chatham Lodging信托,5.03,5.03,10.28,1.18,1.97,0.03,0.52,,,,,,,,,酒店及度假村REIT,股权房地产投资信托 (REITs),房地产,主板,0.013565936447195165
MEG,Montrose Environmental Group In,11.98,11.98,39.42,1.18,2.7,0.08,0.65,,,,,,,,废物管理,调查和咨询服务,商业服务,工业,主板,0.04553662636428385
SEE,希悦尔,52.02,52.02,36.0,1.18,2.67,0.52,1.0,,,,,,,,新材料,纸材料包装,容器与包装,原材料,主板,0.20871848553387798
CLH,Clean Harbors,105.52,105.52,195.63,1.18,1.63,0.7,0.66,,,,,,,,废物管理,环境与设施服务,商业服务,工业,主板,0.11672520686201318
STX,希捷科技,185.31,185.31,88.45,1.18,3.83,3.33,1.79,,,,,,,,"固态硬盘,信息技术",电脑硬件,计算机设备,科技,Nasdaq Global Select Market,1.8017047895042622
SLVM,Sylvamo,25.16,25.16,61.04,1.18,2.64,0.21,0.84,,,,,,,,,纸制品,纸类与林业产品,原材料,主板,0.09662688056099523
NVDA,英伟达,22858.75,22858.75,914.35,1.18,2.48,439.12,1.92,明星股,,,,,,,"大数据,区块链,半导体,多模态 AI(Sora),AI终端,ESG,元宇宙,先进封装,无人机,数据中心,ChatGPT,人工智能,AIGC,物联网,科技股",半导体产品,半导体,科技,Nasdaq Global Select Market,71.14950413280955
FNB,F.N.B.,49.46,49.46,13.78,1.17,1.54,0.26,0.53,,,,,,,,,区域性银行,银行,金融,主板,0.045712348403874184
WAT,沃特世,208.66,208.66,352.45,1.17,2.06,1.35,0.65,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,主板,0.2879498413526747
ENVA,易诺华国际,17.75,17.75,63.01,1.17,1.17,0.13,0.74,,,,,,,,,消费信贷,综合金融,金融,主板,0.01851817057748811
LANC,兰卡斯特食品,56.62,56.62,205.74,1.17,2.58,0.26,0.46,,,,,,,,,包装食品与肉类,食品饮料,日常消费品,Nasdaq Global Select Market,0.09756357433702664
SFNC,Simmons First National,23.9,23.9,19.06,1.17,2.28,0.08,0.32,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.02993619720386119
CBAN,科勒尼,1.98,1.98,11.27,1.17,2.06,0.01,0.25,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Market,0.0064699703174623735
GABC,德美银行,9.76,9.76,32.98,1.17,1.63,0.04,0.37,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.011199552201551334
OI,欧文斯伊利诺斯玻璃,24.03,24.03,15.64,1.16,1.42,0.17,0.72,,,,,,,,,金属与玻璃容器,容器与包装,原材料,主板,0.030692343554283574
NGVC,Natural Grocers by Vitamin Cott,3.96,3.96,17.4,1.16,2.91,0.01,0.22,,,,,,,,,食品零售,零售业,可选消费,主板,0.008704763945375876
CGBD,Carlyle Secured Lending,8.41,8.41,16.55,1.16,1.47,0.07,0.87,,,,,,,,,资产管理与托管银行,综合金融,金融,Nasdaq Global Select Market,0.017371283238409935
CLFD,克利尔菲尔德通讯,4.36,4.36,29.64,1.16,2.7,0.07,1.67,,,,,,,,光纤,通信设备,计算机设备,科技,Nasdaq Global Market,0.05299901411522173
AFCG,AFC Gamma,2.71,2.71,13.09,1.16,1.85,0.02,0.76,,,,,,,,,抵押房地产投资信托,综合金融,金融,Nasdaq Global Market,0.00994317349709024
NWSA,新闻集团-A,99.6,149.69,26.21,1.16,1.12,0.66,0.66,,,,,,,,"在线教育,文化传媒",出版,媒体娱乐,科技,Nasdaq Global Select Market,0.06060127494502354
PD,PagerDuty,21.08,21.08,22.73,1.16,5.25,0.45,2.1,,,,,,,,,系统软件,软件,科技,主板,0.5774944043537769
ALX,亚历山大,11.12,11.12,217.8,1.16,1.6,0.02,0.14,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,主板,0.005255214830549485
CME,芝加哥商业交易所,777.99,777.99,216.09,1.16,1.28,3.29,0.42,明星股,高分红,,,,,,区块链,金融交易所和数据,综合金融,金融,Nasdaq Global Select Market,0.27774165034840836
BWXT,BWX Technologies,93.01,93.01,101.75,1.15,1.48,0.37,0.4,,,,,,,,"核电,ESG",航天航空与国防,资本品,工业,主板,0.05426983678541516
CUBE,CubeSmart,98.8,98.8,43.92,1.15,1.27,0.54,0.54,,,,,,,,,特种REIT,股权房地产投资信托 (REITs),房地产,主板,0.06153164888741603
STNG,Scorpio Tankers,38.8,38.8,73.05,1.15,2.15,0.41,1.07,,,,,,,,,石油与天然气的储存和运输,石油,能源,主板,0.12638919740748994
ETNB,89bio,10.71,10.71,11.45,1.15,4.59,0.09,0.85,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.11325977640637001
PAYC,Paycom Software,111.38,111.38,193.53,1.14,1.48,1.1,0.98,,,,,,,,SaaS,应用软件,软件,科技,主板,0.15630993593471235
GTES,Gates Industrial,46.75,46.75,17.69,1.14,1.49,0.66,1.41,,,,,,,,,工业机械,资本品,工业,主板,0.11145233112774738
UTI,环球技术学院,8.08,8.08,15.04,1.14,1.75,0.07,0.91,,,,,,,,,教育服务,社会服务,可选消费,主板,0.02303292897326841
SASR,Sandy Spring Bancorp,9.96,9.96,22.17,1.14,2.65,0.09,0.91,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.05231732057509123
XPRO,Expro Group,21.54,21.54,19.57,1.14,1.55,0.17,0.81,,,,,,,,,石油天然气设备与服务,油服工程,能源,主板,0.036104745042391875
AMPH,Amphastar Pharmaceuticals,21.42,21.42,44.53,1.14,2.11,0.14,0.66,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.04780831467673774
MFA,MFA Financial,11.87,11.87,11.63,1.13,1.65,0.07,0.58,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.01896736249568807
GSBD,Goldman Sachs BDC,16.68,16.68,15.21,1.13,1.0,0.08,0.47,,,,,,,,,综合性资本市场,综合金融,金融,主板,0.010939047289727345
CTAS,信达思,650.97,650.97,642.16,1.13,1.34,1.94,0.3,,,,,,,,安防,综合支持服务,商业服务,工业,Nasdaq Global Select Market,0.18031861893111661
STWD,Starwood Property Trust,64.62,64.62,20.62,1.13,1.42,0.48,0.75,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.07054846410130068
GPN,环汇,343.32,343.32,134.59,1.13,1.78,3.07,0.89,明星股,,,,,,,,交易与支付处理服务,综合金融,金融,主板,0.4859261888361909
VNOM,Viper Energy,66.66,66.66,37.69,1.13,1.69,0.19,0.29,,,,,,,,,石油与天然气的勘探与生产,石油,能源,Nasdaq Global Select Market,0.036423486669886096
RBB,RBB银行,3.34,3.34,17.95,1.13,3.32,0.01,0.33,,,,,,,,,综合性银行,银行,金融,Nasdaq Global Select Market,0.011117172613751147
HSBC,汇丰控股,1500.68,1500.68,39.5,1.13,0.92,0.98,0.07,明星股,高分红,,,,,,,综合性银行,银行,金融,主板,0.06241253919303017
GTX,Garrett Motion,23.54,23.54,9.88,1.13,1.64,0.12,0.52,,,,,,,,,汽车零件与设备,汽车,可选消费,Nasdaq Global Select Market,0.027261098096838927
WFG,West Fraser Timber Co,70.41,70.41,86.24,1.13,1.51,0.09,0.13,,,,,,,,木材生产,林业产品,纸类与林业产品,原材料,主板,0.014333091701307418
UHAL,U-Haul Holding Co,13.23,132.33,67.49,1.12,2.74,0.05,0.38,,,,,,,,,地面货运,运输,工业,主板,0.0175873582828837
OXM,牛津工业,17.46,17.46,111.77,1.12,2.31,0.19,1.1,,,,,,,,品牌服饰,服装、服饰与奢侈品,纺织服装,可选消费,主板,0.07804700133378206
DFS,探索金融服务,318.67,318.67,127.18,1.12,1.65,2.05,0.64,,,,,,,,,消费信贷,综合金融,金融,主板,0.291793287451295
EQBK,Equity Bancshares,5.17,5.17,33.42,1.12,2.15,0.02,0.35,,,,,,,,,区域性银行,银行,金融,主板,0.010241366687250763
TXG,10x Genomics,45.28,45.28,38.0,1.12,3.49,0.62,1.36,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Global Select Market,0.37813932365838826
TRU,TransUnion,156.36,156.36,80.68,1.12,1.97,0.89,0.57,,,,,,,,,调查和咨询服务,商业服务,工业,主板,0.18578215976936624
LMB,Limbach,4.95,4.95,44.43,1.12,3.48,0.06,1.24,,,,,,,,,建筑与工程,资本品,工业,Nasdaq Capital Market,0.06330122909560294
MTUS,Metallus,9.55,9.55,21.77,1.11,2.04,0.06,0.59,,,,,,,,钢铁,钢铁,金属与采矿,原材料,主板,0.02384169314807633
EQC,Equity Commonwealth,20.39,20.39,19.06,1.11,1.06,0.18,0.89,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,主板,0.022792714938328008
AMWL,American Well,2.63,2.63,0.91,1.11,6.67,0.02,0.82,,,,,,,,,医疗保健技术,医疗保健设备与服务,医疗保健,主板,0.06384081431446004
EGBN,伊格尔合众银行,6.81,6.81,22.77,1.11,4.13,0.06,0.82,,,,,,,,,区域性银行,银行,金融,Nasdaq Capital Market,0.07366490895166894
RHI,罗致恒富,85.3,85.3,81.08,1.11,1.58,0.59,0.69,,,,,,,,现代服务业,人力资源与就业服务,商业服务,工业,主板,0.09734695809586724
AVNT,Avient,38.21,38.21,41.91,1.11,1.69,0.2,0.52,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.042820590176042596
REPL,Replimune Group,5.03,5.03,8.2,1.11,6.29,0.06,1.18,,,,,,,,抗癌医药,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.14468210729744246
TPC,Tutor Perini,7.11,7.11,13.67,1.11,2.74,0.06,0.87,,,,,,,,,建筑与工程,资本品,工业,主板,0.04020794764592806
BKR,Baker Hughes Co-A,337.9,337.9,33.76,1.11,2.28,2.06,0.61,,,,,,,,,石油天然气设备与服务,油服工程,能源,Nasdaq Global Select Market,0.4760036716672011
FRT,FRT信托,84.83,84.83,102.22,1.11,1.17,0.86,1.02,,,,,,,,,零售业REIT,股权房地产投资信托 (REITs),房地产,主板,0.08832678449590226
XPEL,XPEL,14.67,14.67,53.08,1.1,4.65,0.06,0.44,,,,,,,,,汽车零件与设备,汽车,可选消费,Nasdaq Capital Market,0.0709266964484451
IBCP,独立银行(密歇根州),5.17,5.17,24.73,1.1,1.31,0.02,0.36,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.004757482112012068
CRBG,Corebridge Financial,171.39,171.39,27.53,1.1,2.46,1.54,0.9,,,,,,,,,人寿与健康保险,保险,金融,主板,0.4424594867488134
CR,Crane Co,77.04,77.04,134.95,1.1,1.52,0.2,0.26,,,,,,,,,航天航空与国防,资本品,工业,主板,0.031648416551393097
VGR,Vector Group,17.38,17.38,11.02,1.1,4.22,0.13,0.75,,,,,,,,,烟草,食品饮料,日常消费品,主板,0.12855177732561998
GO,Grocery Outlet Holding,28.27,28.27,28.49,1.1,2.63,0.5,1.76,,,,,,,,,大卖场与超市,零售业,可选消费,Nasdaq Global Select Market,0.22290431990756077
FSLR,第一太阳能,163.14,163.14,152.68,1.1,3.36,2.6,1.58,,,,,,,,"太阳能,光伏",半导体产品,半导体,科技,Nasdaq Global Select Market,1.1896862924813694
SSNC,SS&C Technologies,159.15,159.15,64.4,1.1,1.29,0.6,0.38,,,,,,,,互联网,数据处理和外包服务,信息技术服务,科技,Nasdaq Global Select Market,0.06463404181296895
NREF,NexPoint Real Estate Finance In,2.42,2.42,13.8,1.1,1.98,0.01,0.38,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.005716014432095516
UAA,安德玛-A,16.45,32.08,7.37,1.1,2.47,0.43,2.62,,,,,,,,品牌服饰,服装、服饰与奢侈品,纺织服装,可选消费,主板,0.16989987829020498
AMPY,Amplify Energy,2.55,2.55,6.46,1.1,1.56,0.03,1.13,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.011682911311667635
VTRS,Viatris,142.63,142.63,12.01,1.09,1.52,0.58,0.41,,,,,,,,猴痘,制药,制药,医疗保健,Nasdaq Global Select Market,0.0823978809745577
FITB,五三银行,252.98,252.98,37.01,1.09,1.78,2.05,0.81,,,,,,,,"信用支付,财产管理",区域性银行,银行,金融,Nasdaq Global Select Market,0.3395832012353271
HLN,Haleon,380.36,380.36,8.33,1.09,2.31,1.09,0.29,,,,,,,,,保健护理产品经销商,医疗保健设备与服务,医疗保健,主板,0.25248433612162446
PCH,PotlatchDeltic,36.79,36.79,46.28,1.09,1.57,0.12,0.33,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,Nasdaq Global Select Market,0.023099601378114305
MKC,味好美,174.7,186.37,69.48,1.09,2.58,1.2,0.69,,,,,,,,,包装食品与肉类,食品饮料,日常消费品,主板,0.36510398714626036
SOFI,SoFi Technologies,72.67,72.67,7.44,1.09,2.85,4.17,5.73,,,,,,SPAC（特殊目的收购公司）,,,消费信贷,综合金融,金融,Nasdaq Global Select Market,1.7281801404483716
LSXMK,Liberty Media,63.22,206.66,28.91,1.08,1.61,0.62,0.99,,,,,,,,"巴菲特持股,卫星通信",广播,媒体娱乐,科技,Nasdaq Global Select Market,0.0907358803772978
CFR,库伦佛寺银行,69.49,69.49,108.21,1.08,1.65,0.33,0.48,,,,,,,,,区域性银行,银行,金融,主板,0.06048371816574431
TRIN,Trinity Capital,6.93,6.93,14.93,1.08,1.29,0.1,1.41,,,,,,,,,其它综合性金融服务,综合金融,金融,Nasdaq Global Select Market,0.021315965467503428
SHO,Sunstone Hotel Investors,22.81,22.81,11.2,1.08,1.26,0.27,1.2,,,,,,,,,酒店及度假村REIT,股权房地产投资信托 (REITs),房地产,主板,0.04082121417871375
HTBK,Heritage Commerce,5.16,5.16,8.43,1.08,1.56,0.03,0.5,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.009398093057921646
THS,树屋食品,20.69,20.69,38.41,1.08,1.61,0.17,0.82,,,,,,,,,包装食品与肉类,食品饮料,日常消费品,主板,0.03866516566978038
VNT,Vontier,69.25,69.25,45.0,1.08,1.5,0.27,0.4,,,,,,,,,信息科技咨询与其它服务,信息技术服务,科技,主板,0.0426872395973093
FARO,法如科技,4.09,4.09,21.58,1.08,2.3,0.06,1.55,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Select Market,0.03649416520335509
