证券代码,证券名称,最新价,涨跌额,涨跌幅,开盘价,最高价,最低价,昨收价,成交额,总市值,name,market,一级行业,二级行业,三级行业
REVB,REVOLUTION BEAUTY GROUP PLC ORD,24.5,-0.95,-3.73,25.3,25.3,24.5,25.45,0.0,0.76,REVB,uk,消费,日常消费,个人护理
AML,阿斯顿马丁,268.2,-10.4,-3.73,275.8,278.6,260.4,278.6,0.07,21.33,AML,uk,制造业,汽车,汽车整车
FDEV,FRONTIER DEVELOPMENTS PLC ORD 0,231.0,-9.0,-3.75,235.5,240.0,228.5,240.0,0.0,0.91,FDEV,uk,消费,可选消费,休闲产品
BXP,BEXIMCO PHARMACEUTICALS LIMITED,38.5,-1.5,-3.75,40.0,40.0,38.5,40.0,0.0,1.56,BXP,uk,医药,制药,主要
MEN,MOLECULAR ENERGIES PLC ORD 1P,102.5,-4.0,-3.76,106.5,106.5,102.5,106.5,0.0,21.1,MEN,uk,资源,能源,油气生产
EME,EMPYREAN ENERGY PLC ORD 0.2P,0.842,-0.033,-3.77,0.802,0.842,0.802,0.875,0.0,0.08,EME,uk,资源,能源,石油
DOCS,DR. MARTENS PLC ORD GBP0.01,140.2,-5.5,-3.77,145.5,145.5,139.6,145.7,0.01,13.94,DOCS,uk,消费,日常消费,服装鞋类
WISE,WISE PLC CLS A ORD GBP0.01,669.0,-26.6,-3.82,692.2,692.2,656.6,695.6,0.06,68.56,WISE,uk,消费,商业服务,综合商业
RNK,兰科集团,85.3,-3.4,-3.83,87.2,87.2,85.0,88.7,0.0,4.0,RNK,uk,消费,可选消费,电影娱乐
PTEC,PLAYTECH PLC ORD NPV,465.6,-18.6,-3.84,474.4,474.8,461.2,484.2,0.02,14.4,PTEC,uk,科技,IT技术,软件开发
RRR,RED ROCK RESOURCES PLC ORD 0.01,0.125,-0.005,-3.85,0.13,0.13,0.125,0.13,0.0,0.03,RRR,uk,资源,矿产,贵金属
MAB1,MORTGAGE ADVICE BUREAU (HOLDING,500.0,-20.0,-3.85,508.0,516.0,500.0,520.0,0.0,2.86,MAB1,uk,金融,资产管理,金融租赁
RBG,REVOLUTION BARS GROUP PLC ORD 0,3.7,-0.15,-3.9,3.85,3.85,3.7,3.85,0.0,0.09,RBG,uk,消费,可选消费,餐厅
DEST,DESTINY PHARMA PLC ORD GBP0.01,48.5,-2.0,-3.96,50.5,50.5,48.5,50.5,0.0,0.46,DEST,uk,医药,制药,主要
GST,GOLDEN SAINT TECHNOLOGIES LIMIT,0.725,-0.03,-3.97,0.755,0.755,0.725,0.755,0.0,0.13,GST,uk,制造业,建筑业,建筑工程
MANO,MANOLETE PARTNERS PLC ORD 0.4P,180.0,-7.5,-4.0,187.5,187.5,180.0,187.5,0.0,0.79,MANO,uk,金融,资产管理,金融租赁
ETX,E-THERAPEUTICS PLC ORD 0.1P,11.975,-0.5,-4.01,11.55,12.1,11.0,12.475,0.0,0.7,ETX,uk,医药,医疗,生物技术
WAND,WANDISCO PLC ORD 10P,71.0,-3.0,-4.05,73.6,74.4,71.0,74.0,0.0,0.81,WAND,uk,科技,IT技术,软件开发
IPX,IMPAX ASSET MANAGEMENT GROUP PL,467.0,-20.0,-4.11,482.5,483.0,457.5,487.0,0.01,6.19,IPX,uk,金融,资产管理,投资经理
UJO,UNION JACK OIL PLC ORD 5P,19.4,-0.85,-4.2,20.25,19.4,19.4,20.25,0.0,0.21,UJO,uk,资源,能源,油气生产
SVML,SOVEREIGN METALS LIMITED ORD NP,22.5,-1.0,-4.26,23.5,23.5,22.5,23.5,0.0,1.25,SVML,uk,资源,矿产,其他金属
PRD,PREDATOR OIL & GAS HOLDINGS PLC,11.25,-0.5,-4.26,11.75,11.6,11.25,11.75,0.01,0.63,PRD,uk,资源,能源,油服工程
NMT,NEOMETALS LTD ORD NPV (DI),22.5,-1.0,-4.26,23.5,23.5,22.5,23.5,0.0,1.24,NMT,uk,资源,矿产,钢
ADT1,ADRIATIC METALS PLC ORD 1.3355P,175.0,-7.8,-4.27,182.0,182.0,174.0,182.8,0.0,5.12,ADT1,uk,资源,矿产,其他金属
ONC,ONCIMMUNE HOLDINGS PLC ORD 1P,16.75,-0.75,-4.29,17.0,17.0,16.75,17.5,0.0,0.12,ONC,uk,医药,医疗,生物技术
TKO,TASEKO MINES LIMITED COM SHS NP,110.0,-5.0,-4.35,115.0,115.0,110.0,115.0,0.0,2.71,TKO,uk,资源,矿产,其他金属
EUA,EURASIA MINING PLC ORD 0.1P,2.75,-0.125,-4.35,2.875,2.75,2.7,2.875,0.0,0.79,EUA,uk,资源,矿产,其他金属
BRBY,博柏利,1914.5,-90.5,-4.51,1990.0,1994.5,1907.0,2005.0,0.47,70.79,BRBY,uk,消费,日常消费,服装鞋类
UOG,UNITED OIL & GAS PLC ORD GBP0.0,1.05,-0.05,-4.55,1.1,1.1,1.05,1.1,0.0,0.07,UOG,uk,资源,能源,油气生产
INSG,INSIG AI PLC ORD 1P,21.0,-1.0,-4.55,22.0,22.0,21.0,22.0,0.0,0.22,INSG,uk,消费,可选消费,电影娱乐
HSS,HSS HIRE GROUP PLC ORD GBP0.01,12.05,-0.575,-4.55,12.1,12.1,12.05,12.625,0.0,0.85,HSS,uk,金融,资产管理,金融租赁
ASCL,ASCENTIAL PLC ORD 1P,192.6,-9.2,-4.56,205.0,205.0,189.8,201.8,0.03,8.48,ASCL,uk,消费,商业服务,综合商业
HTWS,HELIOS TOWERS PLC ORD 1P,76.65,-3.7,-4.6,80.35,80.35,76.65,80.35,0.01,8.05,HTWS,uk,科技,通信,电信运营
WOSG,WATCHES OF SWITZERLAND GROUP PL,548.0,-26.5,-4.61,598.0,598.5,540.5,574.5,0.03,13.13,WOSG,uk,消费,零售,专卖店
VLG,VENTURE LIFE GROUP PLC ORD 0.3P,30.5,-1.5,-4.69,32.0,31.0,30.5,32.0,0.0,0.39,VLG,uk,医药,制药,主要
QTX,QUARTIX TECHNOLOGIES PLC ORD 1P,200.0,-10.0,-4.76,210.0,210.0,200.0,210.0,0.0,0.97,QTX,uk,消费,经销商,电子产品经销商
HUI,HYDROGEN UTOPIA INTERNATIONAL P,5.0,-0.25,-4.76,5.25,5.25,5.0,5.25,0.0,0.19,HUI,uk,公用事业,环保,环境工程
CEL,CELADON PHARMACEUTICALS PLC ORD,130.0,-6.5,-4.76,136.5,136.5,130.0,136.5,0.0,0.1,CEL,uk,制造业,化工,农产品
DSW,DSW CAPITAL PLC ORD 0.25P,59.5,-3.0,-4.8,62.5,62.5,59.5,62.5,0.0,0.13,DSW,uk,金融,资产管理,金融集团
ATYM,ATALAYA MINING PLC ORD 7.5P,335.0,-17.0,-4.83,349.0,349.0,331.0,352.0,0.0,4.69,ATYM,uk,资源,矿产,其他金属
LLAI,"LUNGLIFE AI, INC ORD USD0.0001",97.5,-5.0,-4.88,102.5,102.5,97.5,102.5,0.0,0.25,LLAI,uk,医药,健康服务,健康服务
OCDO,OCADO集团,657.0,-34.2,-4.95,685.8,688.0,644.2,691.2,0.24,54.36,OCDO,uk,消费,零售,食品零售
PODP,POD POINT GROUP HOLDINGS PLC OR,28.5,-1.5,-5.0,30.0,30.9,28.5,30.0,0.0,0.44,PODP,uk,制造业,机械,电力设备
OBC,ONLINE BLOCKCHAIN PLC ORD 5P,9.5,-0.5,-5.0,10.0,10.0,9.5,10.0,0.0,0.01,OBC,uk,科技,IT技术,信息技术
EISB,EAST IMPERIAL PLC ORD 0.1P,2.85,-0.15,-5.0,3.0,3.0,2.85,3.0,0.0,0.06,EISB,uk,消费,经销商,食品经销商
ARK,ARKLE RESOURCES PLC ORD EUR0.00,0.475,-0.025,-5.0,0.5,0.5,0.475,0.5,0.0,0.02,ARK,uk,资源,矿产,其他金属
IMM,IMMUPHARMA PLC ORD 1P,1.893,-0.1,-5.02,1.86,1.93,1.8,1.993,0.0,0.06,IMM,uk,医药,制药,其他
DRX,DRAX GROUP PLC ORD 11 16/29P,448.5,-23.8,-5.04,473.1,473.1,441.1,472.3,0.16,17.25,DRX,uk,公用事业,电力,电力公司
BOR,疆南石油,2.16,-0.115,-5.05,2.009,2.16,1.985,2.275,0.0,0.16,BOR,uk,资源,能源,油气生产
POLX,POLAREAN IMAGING PLC ORD GBP0.0,9.85,-0.525,-5.06,10.375,10.375,9.85,10.375,0.0,0.21,POLX,uk,医药,医疗,医疗器械
SSIT,SERAPHIM SPACE INVESTMENT TRUST,44.8,-2.4,-5.08,46.5,46.5,44.4,47.2,0.0,1.06,SSIT,uk,金融,资产管理,投资信托
ESYS,ESSENSYS PLC ORD 0.25P,28.0,-1.5,-5.08,29.5,28.0,28.0,29.5,0.0,0.18,ESYS,uk,科技,IT技术,信息技术
SCLP,SCANCELL HOLDINGS PLC ORD 0.1P,15.375,-0.825,-5.09,16.2,16.2,15.375,16.2,0.0,1.26,SCLP,uk,医药,医疗,生物技术
MSLH,MARSHALLS PLC ORD 25P,259.4,-14.0,-5.12,272.0,272.0,255.0,273.4,0.01,6.56,MSLH,uk,制造业,建筑业,建筑材料
SKA,SHUKA MINERALS PLC ORD 1P,9.25,-0.5,-5.13,9.75,9.75,9.25,9.75,0.0,0.03,SKA,uk,资源,矿产,其他金属
IPO,IP GROUP PLC ORD 2P,55.5,-3.0,-5.13,58.1,58.4,54.8,58.5,0.01,5.75,IPO,uk,消费,商业服务,综合商业
CWR,CERES POWER HOLDINGS PLC ORD 10,317.0,-17.2,-5.15,334.6,334.6,311.6,334.2,0.02,6.11,CWR,uk,科技,电子,电子生产设备
GGP,GREATLAND GOLD PLC ORD 0.1P,6.4,-0.35,-5.19,6.75,6.7,6.4,6.75,0.0,3.25,GGP,uk,资源,矿产,贵金属
CHAR,CHARIOT LIMITED ORD 1P,16.28,-0.9,-5.24,17.4,17.4,16.0,17.18,0.0,1.74,CHAR,uk,资源,能源,油气生产
TRIN,TRINITY EXPLORATION & PRODUCTIO,86.2,-4.8,-5.27,91.0,86.2,86.2,91.0,0.0,0.33,TRIN,uk,资源,能源,油气生产
FUM,FUTURA MEDICAL PLC ORD 0.2P,44.5,-2.5,-5.32,47.2,47.2,43.7,47.0,0.0,1.34,FUM,uk,医药,制药,其他
KEFI,KEFI GOLD AND COPPER PLC ORD 0.,0.639,-0.036,-5.33,0.65,0.676,0.639,0.675,0.0,0.32,KEFI,uk,资源,矿产,贵金属
DBOX,DIGITALBOX PLC ORD 1P,3.55,-0.2,-5.33,3.75,3.75,3.55,3.75,0.0,0.04,DBOX,uk,消费,商业服务,印刷
SFE,SAFESTYLE UK PLC ORD 1P,4.55,-0.26,-5.41,4.81,4.81,4.55,4.81,0.0,0.06,SFE,uk,制造业,建筑业,建筑产品
RSG,RESOLUTE MINING LIMITED ORD NPV,17.5,-1.0,-5.41,18.4,18.4,17.5,18.5,0.0,1.93,RSG,uk,资源,矿产,贵金属
TRLS,TRELLUS HEALTH PLC ORD GBP0.000,8.5,-0.5,-5.56,9.0,8.5,8.5,9.0,0.0,0.14,TRLS,uk,科技,IT技术,互联网
CORA,CORA GOLD LIMITED ORD NPV (DI),2.5,-0.15,-5.66,2.65,2.65,2.5,2.65,0.0,0.06,CORA,uk,资源,矿产,贵金属
IMB,帝国烟草,1639.5,-98.5,-5.67,1737.5,1737.5,1623.0,1738.0,0.9,147.28,IMB,uk,消费,日常消费,烟草
MFX,MANX FINANCIAL GROUP PLC ORD NP,16.5,-1.0,-5.71,17.5,17.5,16.5,17.5,0.0,0.19,MFX,uk,金融,银行,地区银行
PYC,PHYSIOMICS PLC ORD 0.4P,2.45,-0.15,-5.77,2.6,2.6,2.45,2.6,0.0,0.02,PYC,uk,消费,商业服务,综合商业
GOOD,GOOD ENERGY GROUP PLC ORD 5P,178.0,-11.0,-5.82,189.0,185.0,178.0,189.0,0.0,0.3,GOOD,uk,公用事业,电力,新能源发电
CMRS,CRITICAL MINERAL RESOURCES PLC,4.0,-0.25,-5.88,4.25,4.25,4.0,4.25,0.0,0.02,CMRS,uk,资源,矿产,其他金属
WCW,WALKER CRIPS GROUP PLC ORD 6 2/,23.5,-1.5,-6.0,25.0,25.0,23.5,25.0,0.0,0.1,WCW,uk,金融,资产管理,投资经理
HELD,HELLENIC DYNAMICS PLC ORD 0.1P,0.078,-0.005,-6.02,0.083,0.084,0.078,0.083,0.0,0.1,HELD,uk,制造业,建筑业,建筑工程
HE1,HELIUM ONE GLOBAL LTD ORD NPV (,6.05,-0.39,-6.06,6.44,6.34,6.05,6.44,0.01,0.57,HE1,uk,资源,能源,油气生产
CPH2,CLEAN POWER HYDROGEN PLC ORD GB,19.25,-1.25,-6.1,20.5,19.9,19.25,20.5,0.0,0.51,CPH2,uk,资源,能源,油服工程
HEMO,HEMOGENYX PHARMACEUTICALS PLC O,2.3,-0.15,-6.12,2.45,2.45,2.3,2.45,0.0,0.26,HEMO,uk,医药,医疗,生物技术
TUI,途易集团,452.4,-29.8,-6.18,474.0,478.8,451.8,482.2,0.11,26.7,TUI,uk,消费,可选消费,其他消费者服务
ECO,ECO (ATLANTIC) OIL & GAS LTD CO,12.9,-0.85,-6.18,13.75,12.9,12.9,13.75,0.0,0.47,ECO,uk,资源,能源,油气生产
PHAR,PHAROS ENERGY PLC ORD 5P,21.0,-1.4,-6.25,23.0,23.0,21.0,22.4,0.0,0.9,PHAR,uk,资源,能源,油气生产
DISP,DISPENSA GROUP PLC ORD GBP0.000,3.75,-0.25,-6.25,4.0,4.0,3.75,4.0,0.0,0.27,DISP,uk,科技,IT技术,网络零售
PDL,佩特拉钻石,70.2,-4.8,-6.4,73.0,73.0,70.0,75.0,0.0,68.16,PDL,uk,资源,矿产,其他金属
MTRO,METRO BANK HOLDINGS PLC ORD 0.0,58.5,-4.0,-6.4,62.0,63.0,58.0,62.5,0.02,1.01,MTRO,uk,金融,银行,地区银行
ACP,ARMADALE CAPITAL PLC ORD 0.1P,0.725,-0.05,-6.45,0.775,0.775,0.725,0.775,0.0,0.04,ACP,uk,资源,矿产,其他金属
VRS,VERSARIEN PLC ORD 1P,1.188,-0.082,-6.46,1.255,1.255,1.188,1.27,0.0,0.04,VRS,uk,制造业,机械,电力设备
888,888 HOLDINGS PLC ORD 0.5P,110.6,-7.7,-6.51,120.0,120.0,109.0,118.3,0.02,4.96,888,uk,消费,可选消费,电影娱乐
TXP,TOUCHSTONE EXPLORATION INC COM,63.5,-4.5,-6.62,68.0,68.0,63.5,68.0,0.0,1.49,TXP,uk,资源,能源,油气生产
IKA,ILIKA PLC ORD 1P,35.0,-2.5,-6.67,37.5,37.5,35.0,37.5,0.0,0.55,IKA,uk,制造业,机械,电力设备
BMN,BUSHVELD MINERALS LIMITED ORD 1,1.725,-0.125,-6.76,1.85,1.85,1.725,1.85,0.0,0.22,BMN,uk,资源,矿产,钢
MPL,MERCANTILE PORTS & LOGISTICS LI,2.85,-0.21,-6.86,3.06,3.06,2.85,3.06,0.0,0.1,MPL,uk,制造业,运输,其他交通
NWF,NWF GROUP PLC ORD 25P,221.5,-17.0,-7.13,238.5,230.0,221.5,238.5,0.0,1.09,NWF,uk,消费,经销商,食品经销商
VELA,VELA TECHNOLOGIES PLC ORD 0.01P,0.026,-0.002,-7.14,0.028,0.028,0.026,0.028,0.0,0.04,VELA,uk,金融,资产管理,金融集团
INX,I-NEXUS GLOBAL PLC ORD 10P,3.25,-0.25,-7.14,3.16,3.25,3.16,3.5,0.0,0.01,INX,uk,科技,IT技术,软件开发
88E,88 ENERGY LIMITED ORD NPV (DI),0.325,-0.025,-7.14,0.35,0.35,0.325,0.35,0.0,0.52,88E,uk,资源,能源,石油
PANR,PANTHEON RESOURCES PLC ORD 1P,29.5,-2.3,-7.23,33.0,33.0,29.0,31.8,0.01,2.68,PANR,uk,资源,能源,油气生产
TM1,TECHNOLOGY MINERALS PLC ORD GBP,1.575,-0.125,-7.35,1.7,1.7,1.52,1.7,0.0,0.24,TM1,uk,资源,矿产,其他金属
MAST,MAST ENERGY DEVELOPMENTS PLC OR,1.25,-0.1,-7.41,1.35,1.35,1.25,1.35,0.0,0.03,MAST,uk,公用事业,电力,电力公司
KMK,KROMEK GROUP PLC ORD 1P,3.875,-0.325,-7.74,4.2,4.2,3.875,4.2,0.0,0.23,KMK,uk,医药,医疗,医疗器械
DFCH,DISTRIBUTION FINANCE CAPITAL HO,29.0,-2.6,-8.23,31.6,31.6,29.0,31.6,0.0,0.52,DFCH,uk,金融,资产管理,金融租赁
CEG,CHALLENGER ENERGY GROUP PLC ORD,0.048,-0.005,-9.43,0.053,0.053,0.048,0.053,0.0,0.05,CEG,uk,资源,能源,油气生产
FAB,FUSION ANTIBODIES PLC ORD 4P,5.65,-0.6,-9.6,6.25,5.65,5.65,6.25,0.0,0.03,FAB,uk,医药,健康服务,健康服务
KDNC,CADENCE MINERALS PLC ORD 1P,6.75,-0.75,-10.0,7.5,7.5,6.75,7.5,0.0,0.12,KDNC,uk,资源,矿产,其他金属
IQG,IQGEO GROUP PLC ORD 2P,260.0,-30.0,-10.34,290.0,260.0,260.0,290.0,0.0,1.6,IQG,uk,科技,IT技术,软件开发
PIER,BRIGHTON PIER GROUP PLC (THE) O,38.5,-4.5,-10.47,43.0,43.0,38.5,43.0,0.0,0.14,PIER,uk,消费,可选消费,电影娱乐
EVG,EVGEN PHARMA PLC ORD 0.25P,2.1,-0.25,-10.64,2.35,2.35,2.1,2.35,0.0,0.06,EVG,uk,医药,健康服务,健康服务
VLS,VELOCYS PLC ORD 1P,1.15,-0.14,-10.85,1.295,1.295,1.1,1.29,0.0,0.19,VLS,uk,制造业,机械,机械加工设备
AMOI,ANEMOI INTERNATIONAL LTD ORD US,0.8,-0.098,-10.91,0.898,0.898,0.8,0.898,0.0,0.01,AMOI,uk,金融,资产管理,金融集团
MNRG,METALNRG PLC ORD GBX0.01,0.065,-0.008,-10.96,0.073,0.073,0.065,0.073,0.0,0.01,MNRG,uk,资源,矿产,钢
MSMN,MOSMAN OIL AND GAS LIMITED ORD,0.024,-0.003,-11.11,0.027,0.027,0.024,0.027,0.0,0.01,MSMN,uk,资源,能源,石油
MBO,MOBILITYONE LIMITED ORD 2.5P,6.0,-0.75,-11.11,6.75,6.0,6.0,6.75,0.0,0.06,MBO,uk,科技,IT技术,互联网
LGLD,LG ELECTRONICS INC GDS(REPR 1/2,16.0,-2.0,-11.11,16.0,16.0,16.0,18.0,0.0,0.05,LGLD,uk,消费,可选消费,电子电器
DKE,DUKEMOUNT CAPITAL PLC ORD GBP0.,0.11,-0.015,-12.0,0.125,0.125,0.11,0.125,0.0,0.01,DKE,uk,金融,房地产,房地产投资信托
ORCP,ORACLE POWER PLC ORD 0.1P,0.073,-0.01,-12.05,0.083,0.074,0.073,0.083,0.0,0.03,ORCP,uk,资源,能源,煤炭
ITS,ITSRM PLC ORD GBP0.0025,1.45,-0.2,-12.12,1.65,1.65,1.45,1.65,0.0,0.01,ITS,uk,科技,IT技术,网络零售
RAI,RA INTERNATIONAL GROUP PLC ORD,10.75,-1.5,-12.24,12.25,12.25,10.75,12.25,0.0,0.18,RAI,uk,消费,商业服务,综合商业
AWE,ALPHAWAVE IP GROUP PLC ORD GBP1,129.0,-18.0,-12.24,145.0,145.0,125.6,147.0,0.02,9.13,AWE,uk,科技,IT技术,软件开发
SAAS,MICROLISE GROUP PLC ORD GBP0.00,105.0,-15.0,-12.5,120.0,120.0,105.0,120.0,0.0,1.22,SAAS,uk,科技,IT技术,软件开发
ENT,ENTAIN PLC ORD EUR0.01,918.0,-138.0,-13.07,1022.5,1035.0,897.0,1056.0,0.89,58.64,ENT,uk,消费,可选消费,博彩
SAL,SPACEANDPEOPLE PLC ORD 10P,80.0,-15.0,-15.79,95.0,95.0,80.0,95.0,0.0,0.16,SAL,uk,消费,商业服务,广告营销
GTC,GETECH GROUP PLC ORD 0.25P,7.75,-1.5,-16.22,9.25,9.25,7.75,9.25,0.0,0.05,GTC,uk,科技,电子,仪器设备
MYX,MYCELX TECHNOLOGIES CORPORATION,60.0,-12.5,-17.24,72.5,72.5,60.0,72.5,0.0,0.12,MYX,uk,制造业,机械,机械加工设备
SPO,SPORTECH PLC ORD 10P,63.8,-15.2,-19.24,75.0,75.0,63.0,79.0,0.0,0.06,SPO,uk,消费,可选消费,博彩
TIDE,CRIMSON TIDE PLC ORD 0.1P,1.75,-0.45,-20.45,2.2,2.2,1.75,2.2,0.0,0.12,TIDE,uk,科技,IT技术,软件开发
EQT,EQTEC PLC ORD EUR0.001,0.058,-0.017,-22.67,0.076,0.076,0.058,0.075,0.0,0.05,EQT,uk,公用事业,电力,电力公司
CDL,CLOUDBREAK DISCOVERY PLC ORD 0.,0.525,-0.175,-25.0,0.7,0.7,0.525,0.7,0.0,0.03,CDL,uk,资源,矿产,其他金属
SED,SAIETTA GROUP PLC ORD GBP0.0011,31.5,-11.5,-26.74,43.0,36.5,31.5,43.0,0.0,0.32,SED,uk,制造业,机械,电力设备
